#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
44.4%	222000	-56315.48476432683	9246.51523567317	296.25593678023796	0.9588974058921507	43.6	18:21
44.6%	223000	-55633.64980338933	10146.12363411067	297.2399926926936	0.9588974058921507	43.6	18:17
44.8%	224000	-56938.33827995183	9745.05234504817	301.3231804595942	0.9588974058921507	43.6	18:13
45.0%	225000	-56228.09120963933	10619.73691536067	302.0662265168271	0.9588974058921507	43.6	18:09
45.2%	226000	-55486.91152213933	10511.93222786067	298.2299088125561	0.9588974058921507	43.6	18:05
45.4%	227000	-56739.91933463933	9690.90097786067	300.1818874158712	0.9588974058921507	43.6	18:02
45.6%	228000	-56410.65566276433	9613.03183723567	298.3421706170982	0.9588974058921507	43.6	17:58
45.8%	229000	-55855.92617057683	9957.94882942317	297.39408790553193	0.9588974058921507	43.6	17:54
46.0%	230000	-54502.77870963933	11323.83066536067	297.45163090597333	0.9588974058921507	43.6	17:50
46.2%	231000	-57526.19081901433	8539.35605598567	298.5313211670152	0.9588974058921507	43.6	17:46
46.4%	232000	-55472.77870963933	10275.61191536067	297.0981827339372	0.9588974058921507	43.6	17:42
46.6%	233000	-56532.85878776433	9973.29746223567	300.52230898228595	0.9588974058921507	43.6	17:38
46.8%	234000	-56027.94863151433	10157.53574348567	299.0732844447916	0.9588974058921507	43.6	17:34
47.0%	235000	-56036.15370963933	9666.97129036067	296.8936403139635	0.9588974058921507	43.6	17:30
47.2%	236000	-55034.23915885808	10941.37021614192	298.12491931359136	0.9588974058921507	43.6	17:26
47.4%	237000	-54444.50429557683	11401.68320442317	297.5400988563451	0.9588974058921507	43.6	17:22
47.6%	238000	-55977.44326042058	10111.61923957942	298.6375815543333	0.9588974058921507	43.6	17:18
47.8%	239000	-55860.33827995183	9912.53672004817	297.20882062558337	0.9588974058921507	43.6	17:15
48.0%	240000	-54064.32167838933	12265.81894661067	299.726944687842	0.9588974058921507	43.6	17:11
48.2%	241000	-54631.81679557683	10568.79257942317	294.62291585114843	0.9588974058921507	43.6	17:07
48.4%	242000	-54832.76454948308	10897.75888801692	297.017446021048	0.9588974058921507	43.6	17:03
48.6%	243000	-55029.87245963933	10913.86972786067	297.98092060267095	0.9588974058921507	43.6	16:59
48.8%	244000	-54717.71523307683	11178.91757942317	297.7680468034922	0.9588974058921507	43.6	16:55
49.0%	245000	-53226.88906120183	12608.07187629817	297.48936922957563	0.9588974058921507	43.6	16:51
49.2%	246000	-54115.51015495183	12400.44297004817	300.5665782599261	0.9588974058921507	43.5	16:47
49.4%	247000	-53450.09218620183	12301.99375129817	297.1148807948015	0.9588974058921507	43.5	16:44
49.6%	248000	-53659.44570182683	12954.94492317317	301.01138918358316	0.9588974058921507	43.5	16:40
49.8%	249000	-52037.08242057683	15274.80820442317	304.16319229978177	0.9588974058921507	43.5	16:36
50.0%	250000	-52874.71718620183	13186.23593879817	298.5105633239112	0.9588974058921507	43.5	16:32
50.2%	251000	-53918.86855338933	12261.33457161067	299.04941998571286	0.9588974058921507	43.5	16:28
50.4%	252000	-53523.70644401433	12330.60605598567	297.57681340877394	0.9588974058921507	43.5	16:24
50.6%	253000	-52899.87734245183	13486.91172004817	299.98292278367035	0.9588974058921507	43.5	16:20
50.8%	254000	-52807.37831901433	12912.49668098567	296.9693287758937	0.9588974058921507	43.5	16:16
51.0%	255000	-53209.78456901433	13538.18418098567	301.61499054649494	0.9588974058921507	43.5	16:13
51.2%	256000	-53405.13124870183	12647.39218879817	298.47247197576627	0.9588974058921507	43.5	16:09
51.4%	257000	-52607.64882682683	13903.21836067317	300.5435963622038	0.9588974058921507	43.5	16:05
51.6%	258000	-52416.30507682683	13254.06992317317	296.74565242571185	0.9588974058921507	43.5	16:01
51.8%	259000	-52151.70351432683	14218.54648567317	299.90818748800507	0.9588974058921507	43.5	15:57
52.0%	260000	-52910.09365104558	13119.56259895442	298.36914169215163	0.9588974058921507	43.5	15:53
52.2%	261000	-52073.64296745183	14728.20078254817	301.8584362710615	0.9588974058921507	43.5	15:49
52.4%	262000	-52203.01503776433	13793.58652473567	298.21977700818394	0.9588974058921507	43.5	15:45
52.6%	263000	-52585.33193229558	13226.63681770442	297.38547410669287	0.9588974058921507	43.5	15:41
52.8%	264000	-52237.12490104558	13825.64072395442	298.51875349329913	0.9588974058921507	43.5	15:37
53.0%	265000	-52501.59853385808	14354.27646614192	302.1025880447133	0.9588974058921507	43.5	15:34
53.2%	266000	-51940.71327995183	13854.72422004817	297.3107741134819	0.9588974058921507	43.5	15:30
53.4%	267000	-52005.34804557683	14653.04257942317	301.210212605967	0.9588974058921507	43.5	15:26
53.6%	268000	-51224.87538932683	15503.85117317317	301.5280406016563	0.9588974058921507	43.5	15:22
53.8%	269000	-52420.49257682683	13751.97617317317	299.014470555997	0.9588974058921507	43.5	15:18
54.0%	270000	-51970.09902213933	13952.45566536067	297.8851803467219	0.9588974058921507	43.5	15:14
54.2%	271000	-51975.09853385808	14399.00302864192	299.92559159795456	0.9588974058921507	43.5	15:10
54.4%	272000	-51010.29824088933	14613.67832161067	296.53599114987065	0.9588974058921507	43.5	15:06
54.6%	273000	-50962.37929557683	14529.86289192317	295.9407211661639	0.9588974058921507	43.5	15:02
54.8%	274000	-51334.97597526433	14545.14121223567	297.69341741518974	0.9588974058921507	43.5	14:58
55.0%	275000	-50844.54433463933	15408.25254036067	299.37745039068284	0.9588974058921507	43.4	14:54
55.2%	276000	-50365.62734245183	15826.27890754817	299.1023030621921	0.9588974058921507	43.4	14:50
55.4%	277000	-51816.28261588933	14126.64707161067	297.9772491474281	0.9588974058921507	43.4	14:47
