#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
12.2%	61000	1473392.5108409338	1799278.5108409338	299.9661477477046	0.9720914934821634	19.1	1:06:05
12.4%	62000	1473194.9444346838	1798460.0694346838	299.39465501103336	0.9720914934821634	19	1:06:14
12.6%	63000	1465177.5108409338	1792973.6983409338	301.7244054999579	0.9720914934821634	19	1:06:24
12.8%	64000	1465829.2803721838	1791978.7803721838	300.2086898634492	0.9720914934821634	18.9	1:06:33
13.0%	65000	1461467.1436534338	1788150.5186534338	300.7001022810701	0.9720914934821634	18.8	1:06:42
13.2%	66000	1455819.1006846838	1785167.4131846838	303.1530798126713	0.9720914934821634	18.7	1:06:50
13.4%	67000	1455112.8350596838	1780833.1788096838	299.81366722640934	0.9720914934821634	18.6	1:06:58
13.6%	68000	1451028.2256846838	1776523.0381846838	299.6060739568021	0.9720914934821634	18.5	1:07:06
13.8%	69000	1449192.8702159338	1773817.4952159338	298.8050981794039	0.9720914934821634	18.5	1:07:13
14.0%	70000	1449554.7764659338	1775235.9014659338	299.77756780097536	0.9720914934821634	18.4	1:07:20
14.2%	71000	1449257.9600596838	1776904.8975596838	301.58702633193184	0.9720914934821634	18.3	1:07:27
14.4%	72000	1446277.2920909338	1772565.6670909338	300.3365192233126	0.9720914934821634	18.2	1:07:33
14.6%	73000	1448978.1709971838	1774485.8272471838	299.6178961590757	0.9720914934821634	18.2	1:07:39
14.8%	74000	1444776.6670909338	1771617.1358409338	300.84470133418296	0.9720914934821634	18.1	1:07:44
15.0%	75000	1438052.0616221838	1765351.6866221838	301.2673378743436	0.9720914934821634	18	1:07:50
15.2%	76000	1438026.6358409338	1764708.9483409338	300.69912428866786	0.9720914934821634	18	1:07:55
15.4%	77000	1436372.6358409338	1762503.1358409338	300.1912010581393	0.9720914934821634	17.9	1:08:00
15.6%	78000	1435025.4639659338	1760134.1514659338	299.25066001205124	0.9720914934821634	17.9	1:08:04
15.8%	79000	1434542.6280284338	1760227.1280284338	299.78067436507644	0.9720914934821634	17.8	1:08:08
16.0%	80000	1431022.9952159338	1756586.7764659338	299.6695571694976	0.9720914934821634	17.7	1:08:12
16.2%	81000	1431913.4053721838	1758246.6553721838	300.37782502006417	0.9720914934821634	17.7	1:08:16
16.4%	82000	1436162.1827159338	1762595.3077159338	300.4697563058706	0.9720914934821634	17.6	1:08:20
16.6%	83000	1437432.9014659338	1763456.2139659338	300.0925388834472	0.9720914934821634	17.6	1:08:22
16.8%	84000	1437403.8663096838	1764018.4288096838	300.63676289078666	0.9720914934821634	17.5	1:08:26
17.0%	85000	1438076.6905284338	1763031.2530284338	299.108793584768	0.9720914934821634	17.5	1:08:28
17.2%	86000	1441590.2217784338	1767912.6592784338	300.36787250914773	0.9720914934821634	17.4	1:08:30
17.4%	87000	1443078.4834971838	1768453.2959971838	299.49561834431887	0.9720914934821634	17.3	1:08:33
17.6%	88000	1438566.2881846838	1764283.6631846838	299.8109346005797	0.9720914934821634	17.3	1:08:35
17.8%	89000	1441703.6084971838	1769294.2647471838	301.5352214990979	0.9720914934821634	17.3	1:08:36
18.0%	90000	1439593.0967784338	1766697.5655284338	301.08770368164613	0.9720914934821634	17.2	1:08:38
18.2%	91000	1441787.5694346838	1768475.6944346838	300.70447448239753	0.9720914934821634	17.2	1:08:39
18.4%	92000	1443446.6514659338	1767530.9639659338	298.30776027840494	0.9720914934821634	17.1	1:08:40
18.6%	93000	1442097.7334971838	1768464.6709971838	300.40883313211026	0.9720914934821634	17.1	1:08:40
18.8%	94000	1440411.2842784338	1765815.3467784338	299.52254189986166	0.9720914934821634	17	1:08:44
19.0%	95000	1442542.3428721838	1767154.0303721838	298.793189683683	0.9720914934821634	16.9	1:08:51
19.2%	96000	1443301.5303721838	1767617.7178721838	298.52119273794295	0.9720914934821634	16.9	1:08:57
19.4%	97000	1442131.2217784338	1766665.0967784338	298.72156612246334	0.9720914934821634	16.8	1:09:01
19.6%	98000	1440648.4170909338	1765421.6045909338	298.9418445288168	0.9720914934821634	16.7	1:09:20
19.8%	99000	1443626.9249034338	1768676.4874034338	299.1962376113173	0.9720914934821634	16.5	1:09:49
20.0%	100000	1439487.5889659338	1765382.9639659338	299.97477709242986	0.9720914934821634	16.4	1:10:21
20.2%	101000	1446080.0303721838	1771468.5303721838	299.50821718761773	0.9720914934821634	16.2	1:10:52
20.4%	102000	1443985.7959971838	1768920.7334971838	299.09072948980986	0.9720914934821634	16.1	1:11:24
20.6%	103000	1448157.6670909338	1771876.6670909338	297.97150347894416	0.9720914934821634	15.9	1:11:57
20.8%	104000	1442122.5420909338	1766814.1358409338	298.8667404652246	0.9720914934821634	15.7	1:12:31
21.0%	105000	1442944.7452159338	1768726.0889659338	299.8698154960884	0.9720914934821634	15.6	1:13:05
21.2%	106000	1441605.4327159338	1767812.3077159338	300.26150145316774	0.9720914934821634	15.4	1:13:39
21.4%	107000	1444044.6827159338	1768908.9327159338	299.0256642305814	0.9720914934821634	15.2	1:14:13
21.6%	108000	1442706.4092784338	1767224.4405284338	298.70698252987773	0.9720914934821634	15.1	1:14:45
21.8%	109000	1443735.2022471838	1768948.0772471838	299.3465607964312	0.9720914934821634	15	1:15:17
22.0%	110000	1443064.1866221838	1767266.1866221838	298.41608731918933	0.9720914934821634	14.8	1:15:48
22.2%	111000	1442924.5264659338	1767824.9014659338	299.05891597225605	0.9720914934821634	14.7	1:16:23
22.4%	112000	1445634.6006846838	1771038.3506846838	299.52225425503747	0.9720914934821634	14.5	1:17:00
22.6%	113000	1442001.1475596838	1767000.2725596838	299.1498117366954	0.9720914934821634	14.4	1:17:37
22.8%	114000	1445294.7374034338	1771567.4249034338	300.322079453139	0.9720914934821634	14.2	1:18:11
23.0%	115000	1443192.1006846838	1769496.7881846838	300.3515342831345	0.9720914934821634	14.1	1:18:43
23.2%	116000	1445717.4952159338	1768946.0264659338	297.5200449274012	0.9720914934821634	14	1:19:13
23.4%	117000	1447052.2725596838	1773338.0850596838	300.33416053575434	0.9720914934821634	13.7	1:20:15
23.6%	118000	1450297.1866221838	1778489.0303721838	302.08859261184614	0.9720914934821634	13.5	1:21:17
23.8%	119000	1451399.4717784338	1776323.5030284338	299.08069068544614	0.9720914934821634	13.3	1:22:19
24.0%	120000	1454888.2881846838	1781268.2881846838	300.4208566857608	0.9720914934821634	13.1	1:23:21
24.2%	121000	1454210.3702159338	1778706.2452159338	298.6865885118437	0.9720914934821634	12.9	1:24:21
24.4%	122000	1455072.2530284338	1779656.7530284338	298.76816458397974	0.9720914934821634	12.8	1:25:17
24.6%	123000	1456711.0850596838	1782773.2413096838	300.1282931350922	0.9720914934821634	12.6	1:26:13
24.8%	124000	1457247.1475596838	1783458.5850596838	300.2657010676007	0.9720914934821634	12.4	1:27:10
25.0%	125000	1461493.7334971838	1785985.8272471838	298.6831080094712	0.9720914934821634	12.3	1:28:07
25.2%	126000	1461786.1553721838	1786109.5928721838	298.5278660978638	0.9720914934821634	12.1	1:29:03
25.4%	127000	1466041.9874034338	1791259.4874034338	299.350817939829	0.9720914934821634	11.9	1:29:59
25.6%	128000	1469548.3038096838	1796968.5225596838	301.37834001199275	0.9720914934821634	11.8	1:30:54
25.8%	129000	1466920.9991221838	1791487.8741221838	298.7519414158963	0.9720914934821634	11.6	1:31:46
26.0%	130000	1467436.2842784338	1794389.2217784338	300.9482247064036	0.9720914934821634	11.5	1:32:38
26.2%	131000	1464552.7217784338	1792055.1280284338	301.45399060075084	0.9720914934821634	11.4	1:33:29
26.4%	132000	1467721.1241221838	1793245.1866221838	299.6329975123449	0.9720914934821634	11.2	1:34:19
26.6%	133000	1465520.5459971838	1791037.0459971838	299.6260365075999	0.9720914934821634	11.1	1:35:07
26.8%	134000	1466349.3975596838	1791393.9288096838	299.1916065296481	0.9720914934821634	11	1:35:54
27.0%	135000	1465200.0577159338	1791167.5577159338	300.04116551784955	0.9720914934821634	10.9	1:36:40
27.2%	136000	1466334.0889659338	1792587.5264659338	300.3043605319698	0.9720914934821634	10.8	1:37:24
27.4%	137000	1469061.8350596838	1793844.3975596838	298.950473873542	0.9720914934821634	10.7	1:38:07
27.6%	138000	1471764.6553721838	1796169.9366221838	298.6032002773153	0.9720914934821634	10.6	1:38:49
27.8%	139000	1469515.1709971838	1795544.9209971838	300.09846436682517	0.9720914934821634	10.4	1:39:30
28.0%	140000	1472393.6280284338	1798526.8780284338	300.19373233259205	0.9720914934821634	10.4	1:40:10
28.2%	141000	1474275.2842784338	1800192.1592784338	299.99456705633315	0.9720914934821634	10.3	1:40:49
28.4%	142000	1475173.2139659338	1799466.3389659338	298.49996454991884	0.9720914934821634	10.2	1:41:26
28.6%	143000	1475573.3663096838	1799847.5538096838	298.48253327357384	0.9720914934821634	10.1	1:42:03
28.8%	144000	1478351.0655284338	1803538.3780284338	299.3230314498137	0.9720914934821634	9.99	1:42:38
29.0%	145000	1476941.9249034338	1800768.6436534338	298.07065464983737	0.9720914934821634	9.91	1:43:12
29.2%	146000	1474860.0967784338	1800368.1592784338	299.61827009734714	0.9720914934821634	9.82	1:43:46
29.4%	147000	1476838.4952159338	1800938.3702159338	298.3220849906489	0.9720914934821634	9.75	1:44:18
29.6%	148000	1476925.4170909338	1801885.1983409338	299.11359725333176	0.9720914934821634	9.67	1:44:50
29.8%	149000	1476720.3702159338	1802507.6827159338	299.8753095122301	0.9720914934821634	9.6	1:45:20
30.0%	150000	1478873.9249034338	1805092.4874034338	300.27225936959184	0.9720914934821634	9.52	1:45:50
30.2%	151000	1480649.4522471838	1806482.5147471838	299.91742071448937	0.9720914934821634	9.45	1:46:19
30.4%	152000	1481593.0928721838	1807152.3428721838	299.66538631954705	0.9720914934821634	9.39	1:46:47
30.6%	153000	1479214.7842784338	1803459.0342784338	298.45497689941783	0.9720914934821634	9.32	1:47:14
30.8%	154000	1480710.9288096838	1807672.0850596838	300.95578976527935	0.9720914934821634	9.25	1:47:40
31.0%	155000	1484408.1319346838	1809834.4444346838	299.54302221134293	0.9720914934821634	9.19	1:48:05
31.2%	156000	1482905.7920909338	1809073.6045909338	300.2255458501458	0.9720914934821634	9.13	1:48:29
31.4%	157000	1484906.0577159338	1809717.6827159338	298.9772248421903	0.9720914934821634	9.07	1:48:53
31.6%	158000	1486009.6631846838	1811504.4131846838	299.6060164278373	0.9720914934821634	9.01	1:49:16
31.8%	159000	1482421.0889659338	1808520.1202159338	300.1622352243449	0.9720914934821634	8.96	1:49:38
32.0%	160000	1478295.7413096838	1801690.4913096838	297.67304320938	0.9720914934821634	8.9	1:50:00
32.2%	161000	1478003.1670909338	1804678.5108409338	300.69270980908874	0.9720914934821634	8.85	1:50:21
32.4%	162000	1479373.0967784338	1804688.5030284338	299.44093706324315	0.9720914934821634	8.79	1:50:41
32.6%	163000	1481382.6124034338	1805700.9249034338	298.52314872274735	0.9720914934821634	8.74	1:51:00
32.8%	164000	1480706.1944346838	1805566.7569346838	299.02227002165614	0.9720914934821634	8.69	1:51:19
33.0%	165000	1483360.4366221838	1807182.9366221838	298.066771444711	0.9720914934821634	8.64	1:51:37
33.2%	166000	1481327.1397471838	1806054.6084971838	298.8997620910399	0.9720914934821634	8.6	1:51:54
33.4%	167000	1482268.4405284338	1807698.8780284338	299.546819123022	0.9720914934821634	8.55	1:52:11
33.6%	168000	1478309.5967784338	1803476.3780284338	299.3041331848654	0.9720914934821634	8.5	1:52:27
33.8%	169000	1475757.2803721838	1799896.9053721838	298.35867341228396	0.9720914934821634	8.46	1:52:42
34.0%	170000	1476681.5069346838	1800547.0381846838	298.1063801369999	0.9720914934821634	8.41	1:52:57
34.2%	171000	1475795.4327159338	1800194.6514659338	298.5976199677263	0.9720914934821634	8.37	1:53:11
34.4%	172000	1478450.4913096838	1802040.5850596838	297.85284998897185	0.9720914934821634	8.33	1:53:25
34.6%	173000	1476663.6475596838	1802140.6475596838	299.58967820182414	0.9720914934821634	8.29	1:53:38
34.8%	174000	1476580.2881846838	1800937.4444346838	298.5589029743923	0.9720914934821634	8.25	1:53:50
35.0%	175000	1475153.8936534338	1801786.2999034338	300.6531874102471	0.9720914934821634	8.21	1:54:01
35.2%	176000	1475492.8545909338	1801443.5420909338	300.0256902263089	0.9720914934821634	8.17	1:54:12
35.4%	177000	1474686.2569346838	1799110.8819346838	298.6210054919318	0.9720914934821634	8.13	1:54:22
35.6%	178000	1478271.6358409338	1802454.9483409338	298.39888615870365	0.9720914934821634	8.1	1:54:32
35.8%	179000	1476307.6749034338	1802024.4874034338	299.81041683989616	0.9720914934821634	8.06	1:54:41
36.0%	180000	1480142.7608409338	1804906.6358409338	298.9332727130563	0.9720914934821634	8.02	1:54:50
36.2%	181000	1477992.8584971838	1802515.5772471838	298.7112972022403	0.9720914934821634	8.01	1:54:45
36.4%	182000	1478739.5538096838	1803279.1788096838	298.7268587872282	0.9720914934821634	7.99	1:54:34
36.6%	183000	1475974.5538096838	1801257.5538096838	299.4111082949762	0.9720914934821634	7.98	1:54:22
36.8%	184000	1476141.7413096838	1802351.9913096838	300.2646080172688	0.9720914934821634	7.97	1:54:11
37.0%	185000	1475544.0069346838	1800306.0069346838	298.93154684411127	0.9720914934821634	7.96	1:53:59
37.2%	186000	1475782.3819346838	1800527.9131846838	298.91638796187726	0.9720914934821634	7.95	1:53:46
37.4%	187000	1475429.6241221838	1800576.1241221838	299.28546503577644	0.9720914934821634	7.94	1:53:34
37.6%	188000	1476499.3819346838	1801245.2256846838	298.91667560670146	0.9720914934821634	7.93	1:53:21
37.8%	189000	1474499.4678721838	1800497.8428721838	300.06958482647804	0.9720914934821634	7.92	1:53:08
38.0%	190000	1473435.8545909338	1798008.9170909338	298.7576367834149	0.9720914934821634	7.91	1:52:56
38.2%	191000	1471181.6358409338	1795543.2920909338	298.5630450598604	0.9720914934821634	7.89	1:52:43
38.4%	192000	1470369.1319346838	1794439.7256846838	298.2951326706237	0.9720914934821634	7.88	1:52:30
38.6%	193000	1469215.1475596838	1794303.2100596838	299.2316754536557	0.9720914934821634	7.87	1:52:17
38.8%	194000	1472301.8194346838	1796668.6319346838	298.5677911994593	0.9720914934821634	7.86	1:52:04
39.0%	195000	1474732.5694346838	1799413.0069346838	298.85647154500157	0.9720914934821634	7.85	1:51:50
39.2%	196000	1474632.7256846838	1799556.1006846838	299.08008663131534	0.9720914934821634	7.84	1:51:36
39.4%	197000	1476888.2491221838	1802743.1241221838	299.93749832321674	0.9720914934821634	7.83	1:51:23
39.6%	198000	1476659.4952159338	1801836.4014659338	299.3134528771687	0.9720914934821634	7.82	1:51:09
39.8%	199000	1478913.1084971838	1805867.9834971838	300.95000810431344	0.9720914934821634	7.81	1:50:55
40.0%	200000	1478946.2920909338	1803106.9170909338	298.37800314446855	0.9720914934821634	7.81	1:50:41
40.2%	201000	1478327.0342784338	1802923.3467784338	298.7790375583336	0.9720914934821634	7.8	1:50:27
40.4%	202000	1478864.4053721838	1804169.5616221838	299.4315023130102	0.9720914934821634	7.79	1:50:13
40.6%	203000	1478194.6475596838	1802993.5225596838	298.96548893336393	0.9720914934821634	7.78	1:49:58
40.8%	204000	1479203.5811534338	1804126.0811534338	299.0792812258077	0.9720914934821634	7.77	1:49:44
41.0%	205000	1476249.6319346838	1801435.7569346838	299.32193839948184	0.9720914934821634	7.76	1:49:29
41.2%	206000	1479736.2452159338	1805869.8077159338	300.19401997741625	0.9720914934821634	7.75	1:49:14
41.4%	207000	1483578.4717784338	1808718.3155284338	299.2793382010215	0.9720914934821634	7.74	1:48:59
41.6%	208000	1481248.1592784338	1807021.0967784338	299.86207785031803	0.9720914934821634	7.73	1:48:44
41.8%	209000	1481694.9405284338	1807602.1905284338	299.9857075957486	0.9720914934821634	7.72	1:48:29
42.0%	210000	1480280.0733409338	1805745.7295909338	299.5792366947066	0.9720914934821634	7.72	1:48:14
42.2%	211000	1481061.2217784338	1804732.2217784338	297.9273212339508	0.9720914934821634	7.71	1:47:58
42.4%	212000	1476300.4170909338	1802412.2608409338	300.17402866213604	0.9720914934821634	7.7	1:47:43
42.6%	213000	1478942.0733409338	1803019.8545909338	298.3017485015797	0.9720914934821634	7.69	1:47:28
42.8%	214000	1481351.7803721838	1805494.2803721838	298.3613197446664	0.9720914934821634	7.68	1:47:12
43.0%	215000	1480821.0030284338	1805541.9717784338	298.8937790786971	0.9720914934821634	7.68	1:46:56
43.2%	216000	1478424.0889659338	1803225.5577159338	298.9678763854046	0.9720914934821634	7.67	1:46:40
43.4%	217000	1471832.8116221838	1795894.5616221838	298.2869923220995	0.9720914934821634	7.66	1:46:24
43.6%	218000	1475701.9717784338	1800719.8467784338	299.1670704261459	0.9720914934821634	7.65	1:46:08
43.8%	219000	1475786.0538096838	1801078.6788096838	299.4199677555608	0.9720914934821634	7.64	1:45:52
44.0%	220000	1474487.9522471838	1799722.6709971838	299.3666671696411	0.9720914934821634	7.64	1:45:36
44.2%	221000	1473311.5342784338	1797762.3780284338	298.64513889268	0.9720914934821634	7.63	1:45:20
44.4%	222000	1473425.0850596838	1797968.0225596838	298.72990782236445	0.9720914934821634	7.62	1:45:03
44.6%	223000	1474385.9131846838	1798697.3506846838	298.5168205366155	0.9720914934821634	7.61	1:44:47
44.8%	224000	1475741.1631846838	1802922.2569346838	301.1582341925339	0.9720914934821634	7.61	1:44:30
45.0%	225000	1476521.2608409338	1801407.1983409338	299.0456267813792	0.9720914934821634	7.6	1:44:13
45.2%	226000	1478452.3780284338	1802970.7530284338	298.7072989391843	0.9720914934821634	7.59	1:43:57
45.4%	227000	1476391.5264659338	1801485.6202159338	299.23722699876225	0.9720914934821634	7.58	1:43:39
45.6%	228000	1475881.4366221838	1802794.1241221838	300.9111760530498	0.9720914934821634	7.58	1:43:22
45.8%	229000	1476458.2999034338	1803371.2374034338	300.91140616890914	0.9720914934821634	7.57	1:43:06
46.0%	230000	1473669.4952159338	1800202.7764659338	300.56194647201875	0.9720914934821634	7.56	1:42:48
46.2%	231000	1473258.5186534338	1798816.9249034338	299.66460967852174	0.9720914934821634	7.56	1:42:31
46.4%	232000	1477449.7100596838	1802463.1788096838	299.1630146341251	0.9720914934821634	7.55	1:42:14
46.6%	233000	1476211.0850596838	1801454.4913096838	299.37466369575316	0.9720914934821634	7.54	1:41:56
46.8%	234000	1479855.5811534338	1805694.5499034338	299.92285720166626	0.9720914934821634	7.54	1:41:39
47.0%	235000	1477703.7295909338	1803078.6670909338	299.4957334022485	0.9720914934821634	7.53	1:41:21
47.2%	236000	1476149.4756846838	1802242.6006846838	300.15679873716795	0.9720914934821634	7.52	1:41:03
47.4%	237000	1480456.0303721838	1806540.9053721838	300.1492049138097	0.9720914934821634	7.52	1:40:45
47.6%	238000	1481141.2022471838	1805438.7647471838	298.5040491064221	0.9720914934821634	7.51	1:40:27
47.8%	239000	1476209.5889659338	1802259.7764659338	300.1172763383263	0.9720914934821634	7.51	1:40:09
48.0%	240000	1479679.0694346838	1805329.6006846838	299.7494073726886	0.9720914934821634	7.5	1:39:51
48.2%	241000	1475616.8272471838	1802149.6709971838	300.56154376926486	0.9720914934821634	7.49	1:39:33
48.4%	242000	1478654.0967784338	1803781.0655284338	299.2674872342655	0.9720914934821634	7.49	1:39:14
48.6%	243000	1478094.1475596838	1804246.9600596838	300.21173889858545	0.9720914934821634	7.48	1:38:56
48.8%	244000	1479622.5186534338	1805785.7061534338	300.221288706748	0.9720914934821634	7.48	1:38:37
49.0%	245000	1473562.6905284338	1800162.9717784338	300.62361752232187	0.9720914934821634	7.47	1:38:19
49.2%	246000	1477519.2725596838	1802830.3350596838	299.43693880018714	0.9720914934821634	7.46	1:38:00
49.4%	247000	1475809.8858409338	1800902.7295909338	299.2360764194656	0.9720914934821634	7.46	1:37:41
49.6%	248000	1478182.8858409338	1804275.0108409338	300.1558782737306	0.9720914934821634	7.45	1:37:22
49.8%	249000	1478167.1553721838	1802950.4053721838	298.9511066921552	0.9720914934821634	7.45	1:37:03
50.0%	250000	1476030.3780284338	1801834.1592784338	299.89046839446416	0.9720914934821634	7.44	1:36:45
50.2%	251000	1476588.0342784338	1801343.4717784338	298.9255063028036	0.9720914934821634	7.44	1:36:26
50.4%	252000	1474107.9639659338	1799970.2764659338	299.94434427003216	0.9720914934821634	7.43	1:36:07
50.6%	253000	1473678.4014659338	1798025.8389659338	298.5499572203605	0.9720914934821634	7.42	1:35:48
50.8%	254000	1478609.4639659338	1802315.0264659338	297.9591347515046	0.9720914934821634	7.42	1:35:29
51.0%	255000	1477009.0967784338	1802626.5342784338	299.7189457858085	0.9720914934821634	7.41	1:35:10
51.2%	256000	1476575.7178721838	1801135.1553721838	298.7450954690809	0.9720914934821634	7.41	1:34:51
51.4%	257000	1474605.1788096838	1798912.3663096838	298.51290856700666	0.9720914934821634	7.4	1:34:31
51.6%	258000	1481015.5655284338	1804902.6280284338	298.12619886538556	0.9720914934821634	7.4	1:34:12
51.8%	259000	1476926.7178721838	1801853.1241221838	299.08287678610986	0.9720914934821634	7.39	1:33:52
52.0%	260000	1480775.5811534338	1805637.7061534338	299.023708245777	0.9720914934821634	7.39	1:33:33
52.2%	261000	1482075.9170909338	1807850.5420909338	299.8636311323686	0.9720914934821634	7.38	1:33:13
