#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
53.0%	265000	1451237.9412241802	1776523.9412241802	299.2844580457552	0.9718576464778367	10.3	1:06:00
53.2%	266000	1450078.6443491802	1775302.2380991802	299.2270402020425	0.9718576464778367	10.2	1:06:02
53.4%	267000	1456238.8240366802	1781971.1677866802	299.6951235749229	0.9718576464778367	10.2	1:06:04
53.6%	268000	1455494.2576304302	1780523.0701304302	299.0478286748212	0.9718576464778367	10.1	1:06:05
53.8%	269000	1451687.7341929302	1777548.4216929302	299.8132082439905	0.9718576464778367	10.1	1:05:57
54.0%	270000	1451827.3709116802	1776785.3084116802	298.9826190255771	0.9718576464778367	10.1	1:05:48
54.2%	271000	1454925.6287241802	1779440.3474741802	298.5748287014025	0.9718576464778367	10	1:05:39
54.4%	272000	1453405.3904429302	1778453.1404429302	299.0652524170795	0.9718576464778367	10	1:05:30
54.6%	273000	1456905.8904429302	1783072.4841929302	300.0946620607673	0.9718576464778367	10	1:05:21
54.8%	274000	1456111.5466929302	1781647.7966929302	299.5147044616044	0.9718576464778367	9.98	1:05:11
55.0%	275000	1457876.9334116802	1784038.5896616802	300.09011923687814	0.9718576464778367	9.96	1:05:01
55.2%	276000	1457846.7732554302	1781940.5232554302	298.1875098367789	0.9718576464778367	9.95	1:04:51
55.4%	277000	1456633.9607554302	1780924.5857554302	298.36864775134563	0.9718576464778367	9.93	1:04:41
55.6%	278000	1458848.0701304302	1785491.2576304302	300.53315957426844	0.9718576464778367	9.91	1:04:32
55.8%	279000	1460578.0935679302	1787531.1560679302	300.8182649013865	0.9718576464778367	9.89	1:04:22
56.0%	280000	1457675.1521616802	1783380.4021616802	299.67019554763255	0.9718576464778367	9.87	1:04:13
56.2%	281000	1459152.2732554302	1785216.7420054302	300.000700361592	0.9718576464778367	9.84	1:04:04
56.4%	282000	1459950.0701304302	1786962.6951304302	300.87306630855545	0.9718576464778367	9.82	1:03:54
56.6%	283000	1461513.0935679302	1787123.4060679302	299.58284681994144	0.9718576464778367	9.79	1:03:50
56.8%	284000	1459328.8318491802	1785248.3943491802	299.8673771060609	0.9718576464778367	9.75	1:03:47
57.0%	285000	1462921.3357554302	1789332.5232554302	300.31970435557895	0.9718576464778367	9.71	1:03:44
57.2%	286000	1464222.5037241802	1789169.2537241802	298.97232579170173	0.9718576464778367	9.67	1:03:42
57.4%	287000	1466377.9802866802	1793210.8552866802	300.707684517351	0.9718576464778367	9.64	1:03:39
57.6%	288000	1466292.2654429302	1791674.2029429302	299.37272683904405	0.9718576464778367	9.6	1:03:36
57.8%	289000	1464874.7185679302	1789786.3435679302	298.940008487579	0.9718576464778367	9.56	1:03:34
58.0%	290000	1465072.0193491802	1790600.3318491802	299.5074014409219	0.9718576464778367	9.52	1:03:32
58.2%	291000	1465879.6795054302	1790506.9295054302	298.67836483320485	0.9718576464778367	9.48	1:03:30
58.4%	292000	1467448.7459116802	1793442.4334116802	299.93557696849774	0.9718576464778367	9.44	1:03:27
58.6%	293000	1467765.7146616802	1792218.7146616802	298.5180434027883	0.9718576464778367	9.4	1:03:24
58.8%	294000	1467334.2732554302	1794085.2107554302	300.63229664243136	0.9718576464778367	9.36	1:03:21
59.0%	295000	1469781.9177866802	1795603.2927866802	299.777038165177	0.9718576464778367	9.33	1:03:17
59.2%	296000	1469090.3552866802	1794290.4802866802	299.2054474125441	0.9718576464778367	9.29	1:03:13
59.4%	297000	1470172.8943491802	1795502.5818491802	299.324653411559	0.9718576464778367	9.26	1:03:09
59.6%	298000	1467982.9763804302	1792916.0388804302	298.9597323938318	0.9718576464778367	9.22	1:03:04
59.8%	299000	1465927.4685679302	1790794.2185679302	298.8987205438778	0.9718576464778367	9.19	1:03:00
60.0%	300000	1467964.8748179302	1791379.2498179302	297.562440271274	0.9718576464778367	9.15	1:02:55
60.2%	301000	1467117.1365366802	1793775.8552866802	300.5474493430842	0.9718576464778367	9.12	1:02:51
60.4%	302000	1467586.8123179302	1793058.8748179302	299.4556477510457	0.9718576464778367	9.08	1:02:46
60.6%	303000	1467263.1795054302	1791850.7107554302	298.64182097774227	0.9718576464778367	9.05	1:02:41
60.8%	304000	1471141.9959116802	1796231.0896616802	299.1032913791385	0.9718576464778367	9.02	1:02:36
61.0%	305000	1471338.3826304302	1796978.2576304302	299.61004625917644	0.9718576464778367	8.98	1:02:30
61.2%	306000	1473203.9177866802	1799402.2927866802	300.12390289554736	0.9718576464778367	8.95	1:02:25
61.4%	307000	1471190.1755991802	1796113.6443491802	298.950905514503	0.9718576464778367	8.92	1:02:19
61.6%	308000	1469125.9021616802	1796140.4021616802	300.87479143155133	0.9718576464778367	8.89	1:02:13
61.8%	309000	1470970.6912241802	1797150.0662241802	300.10642164918914	0.9718576464778367	8.85	1:02:07
62.0%	310000	1472809.3084116802	1798139.5896616802	299.3251997005077	0.9718576464778367	8.82	1:02:00
62.2%	311000	1470697.8279429302	1794868.6404429302	298.2584123919093	0.9718576464778367	8.79	1:01:54
62.4%	312000	1471027.6912241802	1795474.5974741802	298.5124367530517	0.9718576464778367	8.76	1:01:47
62.6%	313000	1473900.7732554302	1798711.2107554302	298.8469093499017	0.9718576464778367	8.73	1:01:39
62.8%	314000	1472187.0545054302	1798443.3670054302	300.17720919611986	0.9718576464778367	8.71	1:01:31
63.0%	315000	1470918.4255991802	1795440.5505991802	298.5816429372362	0.9718576464778367	8.68	1:01:23
63.2%	316000	1467433.4724741802	1792608.0349741802	299.1819282357004	0.9718576464778367	8.65	1:01:15
63.4%	317000	1467944.5466929302	1794618.3904429302	300.56136533525097	0.9718576464778367	8.62	1:01:07
63.6%	318000	1469737.1638804302	1794548.5388804302	298.84777191139966	0.9718576464778367	8.6	1:00:58
63.8%	319000	1465584.5310679302	1791955.8748179302	300.2830454919167	0.9718576464778367	8.57	1:00:49
64.0%	320000	1467936.5857554302	1794268.2107554302	300.2465016364541	0.9718576464778367	8.54	1:00:40
64.2%	321000	1469137.1013804302	1794824.3513804302	299.65363436687215	0.9718576464778367	8.52	1:00:31
64.4%	322000	1468008.1130991802	1794329.1130991802	300.2367259394775	0.9718576464778367	8.49	1:00:21
64.6%	323000	1463163.2068491802	1790580.6443491802	301.2455203633646	0.9718576464778367	8.47	1:00:12
64.8%	324000	1470631.3435679302	1795374.1248179302	298.78466116180056	0.9718576464778367	8.44	1:00:03
65.0%	325000	1467226.5466929302	1793394.0779429302	300.0955246222652	0.9718576464778367	8.41	59:53
65.2%	326000	1471433.7693491802	1796442.0505991802	299.0289385780163	0.9718576464778367	8.39	59:43
65.4%	327000	1470102.7146616802	1795350.4646616802	299.2492655366393	0.9718576464778367	8.37	59:32
65.6%	328000	1471973.7888804302	1798933.6638804302	300.82453284827153	0.9718576464778367	8.34	59:22
65.8%	329000	1470707.9373179302	1796860.9373179302	300.0821549190472	0.9718576464778367	8.32	59:11
66.0%	330000	1472714.7107554302	1798164.8357554302	299.435463811994	0.9718576464778367	8.3	59:00
66.2%	331000	1471440.8552866802	1796349.1365366802	298.9369320182364	0.9718576464778367	8.28	58:48
66.4%	332000	1471799.4138804302	1798114.6013804302	300.2313780581903	0.9718576464778367	8.25	58:37
66.6%	333000	1472218.8982554302	1796166.0545054302	298.0526339705515	0.9718576464778367	8.23	58:26
66.8%	334000	1473461.5818491802	1799424.5193491802	299.90728495136545	0.9718576464778367	8.21	58:15
67.0%	335000	1472926.9529429302	1797814.2341929302	298.9176106406826	0.9718576464778367	8.18	58:03
67.2%	336000	1472920.1326304302	1798668.1951304302	299.7095858560383	0.9718576464778367	8.16	57:51
67.4%	337000	1472842.3865366802	1799414.1677866802	300.4674611401756	0.9718576464778367	8.14	57:39
67.6%	338000	1473697.8982554302	1799507.2732554302	299.7659973780034	0.9718576464778367	8.12	57:27
67.8%	339000	1472015.7615366802	1797770.7615366802	299.71596881112305	0.9718576464778367	8.1	57:15
68.0%	340000	1477265.5545054302	1803971.4920054302	300.5908936905304	0.9718576464778367	8.08	57:03
68.2%	341000	1479576.7185679302	1803806.7498179302	298.312897526529	0.9718576464778367	8.06	56:50
68.4%	342000	1478889.5271616802	1802767.3396616802	297.9888331717541	0.9718576464778367	8.03	56:38
68.6%	343000	1482149.1951304302	1808206.3826304302	299.994001133958	0.9718576464778367	8.01	56:25
68.8%	344000	1482178.1248179302	1807538.6560679302	299.35303168484114	0.9718576464778367	7.99	56:13
69.0%	345000	1483851.6209116802	1807576.6834116802	297.84829315169026	0.9718576464778367	7.97	56:00
69.2%	346000	1479813.0271616802	1805028.2771616802	299.21936340471086	0.9718576464778367	7.95	55:46
69.4%	347000	1483300.8005991802	1809369.1130991802	300.0042368637336	0.9718576464778367	7.93	55:33
69.6%	348000	1482171.7341929302	1807684.5779429302	299.4931691762059	0.9718576464778367	7.91	55:20
69.8%	349000	1478760.7341929302	1804988.2654429302	300.1507285581332	0.9718576464778367	7.89	55:06
70.0%	350000	1478762.0232554302	1803590.7420054302	298.86372929911147	0.9718576464778367	7.87	54:52
70.2%	351000	1480770.4920054302	1804047.9920054302	297.4365062925752	0.9718576464778367	7.85	54:39
70.4%	352000	1482785.8474741802	1807516.3474741802	298.7733616061776	0.9718576464778367	7.83	54:24
70.6%	353000	1481260.8748179302	1806275.2185679302	299.034516475703	0.9718576464778367	7.81	54:10
70.8%	354000	1483059.2302866802	1806700.6677866802	297.7713526660743	0.9718576464778367	7.79	53:56
71.0%	355000	1482660.1326304302	1808218.3201304302	299.5348884006562	0.9718576464778367	7.78	53:42
71.2%	356000	1483048.3787241802	1809095.0662241802	299.98434044518115	0.9718576464778367	7.76	53:27
71.4%	357000	1484635.9177866802	1811221.6052866802	300.48025580239494	0.9718576464778367	7.74	53:12
71.6%	358000	1480610.8240366802	1805896.2302866802	299.28391175680645	0.9718576464778367	7.72	52:57
71.8%	359000	1482908.0662241802	1807370.7537241802	298.526956538267	0.9718576464778367	7.7	52:42
72.0%	360000	1484704.4607554302	1810588.5545054302	299.83474352938896	0.9718576464778367	7.69	52:27
72.2%	361000	1483705.8670054302	1808320.3670054302	298.6666339968329	0.9718576464778367	7.67	52:12
72.4%	362000	1482931.9412241802	1807835.6912241802	298.93276297099635	0.9718576464778367	7.65	51:56
72.6%	363000	1486812.2537241802	1812101.9412241802	299.287850787647	0.9718576464778367	7.63	51:40
72.8%	364000	1485191.1716929302	1810050.2341929302	298.89164753959466	0.9718576464778367	7.62	51:25
73.0%	365000	1485868.8084116802	1812746.4334116802	300.7488574528525	0.9718576464778367	7.6	51:09
73.2%	366000	1484104.0505991802	1810263.4255991802	300.08802033723316	0.9718576464778367	7.58	50:53
73.4%	367000	1487051.8709116802	1810949.9334116802	298.00746450010956	0.9718576464778367	7.57	50:36
73.6%	368000	1484409.8162241802	1811573.3787241802	301.01193870972327	0.9718576464778367	7.55	50:20
73.8%	369000	1486380.3709116802	1811698.8084116802	299.31430267358377	0.9718576464778367	7.54	50:04
74.0%	370000	1484005.6170054302	1809679.6482554302	299.64147224975125	0.9718576464778367	7.52	49:47
74.2%	371000	1484591.9255991802	1810085.9568491802	299.47586044214734	0.9718576464778367	7.5	49:30
74.4%	372000	1484587.5662241802	1811793.8162241802	301.05121400992937	0.9718576464778367	7.49	49:13
74.6%	373000	1486835.2615366802	1812111.9802866802	299.2759186869256	0.9718576464778367	7.47	48:56
74.8%	374000	1485773.1482554302	1812255.3045054302	300.3850002609728	0.9718576464778367	7.46	48:39
75.0%	375000	1487522.6990366802	1813691.6052866802	300.09678971246217	0.9718576464778367	7.44	48:22
75.2%	376000	1491308.5740366802	1817206.7615366802	299.8477107039079	0.9718576464778367	7.43	48:04
75.4%	377000	1487437.4373179302	1814378.3748179302	300.80710910601323	0.9718576464778367	7.41	47:46
75.6%	378000	1489350.7615366802	1816485.8865366802	300.98577434428586	0.9718576464778367	7.4	47:28
75.8%	379000	1487949.9099741802	1812873.3474741802	298.95087676245305	0.9718576464778367	7.39	47:10
76.0%	380000	1489396.8943491802	1816066.8318491802	300.5577713290096	0.9718576464778367	7.37	46:52
76.2%	381000	1487362.1638804302	1813735.6951304302	300.2850581354118	0.9718576464778367	7.36	46:34
76.4%	382000	1488649.5818491802	1813401.1130991802	298.7927117357814	0.9718576464778367	7.35	46:15
76.6%	383000	1485774.0271616802	1810266.6521616802	298.5545010021011	0.9718576464778367	7.33	45:57
76.8%	384000	1490685.8396616802	1815884.0584116802	299.20369353749834	0.9718576464778367	7.32	45:38
77.0%	385000	1491776.7927866802	1815496.8552866802	297.84369282370125	0.9718576464778367	7.31	45:20
77.2%	386000	1494107.6755991802	1818041.1130991802	298.04001182063166	0.9718576464778367	7.29	45:01
77.4%	387000	1493226.0584116802	1818843.1834116802	299.58911476682647	0.9718576464778367	7.28	44:42
77.6%	388000	1493981.3709116802	1819406.1834116802	299.41217465154966	0.9718576464778367	7.27	44:23
77.8%	389000	1494478.8005991802	1820196.9255991802	299.6820413922042	0.9718576464778367	7.25	44:04
78.0%	390000	1490239.6560679302	1815308.2810679302	299.0844587864335	0.9718576464778367	7.24	43:44
78.2%	391000	1491730.7537241802	1817020.0662241802	299.2875057630479	0.9718576464778367	7.23	43:25
78.4%	392000	1492593.6795054302	1817363.3670054302	298.8094166767914	0.9718576464778367	7.22	43:05
78.6%	393000	1491708.8552866802	1817588.6677866802	299.8308044985484	0.9718576464778367	7.2	42:46
78.8%	394000	1496052.4255991802	1821415.6443491802	299.3555043611352	0.9718576464778367	7.19	42:26
79.0%	395000	1490653.2966929302	1816123.0466929302	299.4535200993508	0.9718576464778367	7.18	42:06
79.2%	396000	1489663.6404429302	1814770.8279429302	299.11993881604866	0.9718576464778367	7.17	41:46
79.4%	397000	1492084.3357554302	1816189.7732554302	298.19826310345314	0.9718576464778367	7.16	41:26
79.6%	398000	1491498.7224741802	1815843.0662241802	298.4180725251774	0.9718576464778367	7.15	41:06
79.8%	399000	1490128.0740366802	1815962.6990366802	299.7892290343478	0.9718576464778367	7.13	40:46
80.0%	400000	1490762.1716929302	1817808.9841929302	300.9045210511802	0.9718576464778367	7.12	40:26
80.2%	401000	1494578.9841929302	1818567.3591929302	298.0905579244108	0.9718576464778367	7.11	40:05
80.4%	402000	1488207.9959116802	1813967.8084116802	299.72039662681243	0.9718576464778367	7.1	39:45
80.6%	403000	1487810.8904429302	1812077.7029429302	298.34673868929804	0.9718576464778367	7.09	39:24
80.8%	404000	1489111.8240366802	1814028.6052866802	298.9447525758177	0.9718576464778367	7.08	39:03
81.0%	405000	1487992.8904429302	1811778.5779429302	297.90407212855683	0.9718576464778367	7.08	38:39
81.2%	406000	1491222.7107554302	1817192.1795054302	299.91329412980105	0.9718576464778367	7.08	38:15
81.4%	407000	1488227.8513804302	1814084.3513804302	299.80935546929965	0.9718576464778367	7.07	37:51
81.6%	408000	1489760.1795054302	1815595.9295054302	299.7902641081454	0.9718576464778367	7.07	37:28
81.8%	409000	1489154.1170054302	1813969.1170054302	298.85110714919165	0.9718576464778367	7.07	37:04
82.0%	410000	1490134.4841929302	1815722.7966929302	299.56260537678986	0.9718576464778367	7.07	36:40
82.2%	411000	1492922.8396616802	1817306.0896616802	298.4538688273418	0.9718576464778367	7.07	36:16
82.4%	412000	1490532.3474741802	1816829.0974741802	300.2144143487309	0.9718576464778367	7.06	35:52
82.6%	413000	1490791.9568491802	1816448.7380991802	299.6256011181892	0.9718576464778367	7.06	35:28
82.8%	414000	1491477.7771616802	1817363.5271616802	299.8362673880353	0.9718576464778367	7.06	35:04
83.0%	415000	1490296.2498179302	1814789.4998179302	298.55507604309975	0.9718576464778367	7.06	34:41
83.2%	416000	1491120.1599741802	1817087.9724741802	299.91177027115475	0.9718576464778367	7.06	34:17
83.4%	417000	1489549.2380991802	1813937.2693491802	298.4582678909813	0.9718576464778367	7.05	33:53
83.6%	418000	1490218.7146616802	1815915.7146616802	299.6626050064507	0.9718576464778367	7.05	33:29
83.8%	419000	1488478.1209116802	1814369.2459116802	299.84121274062346	0.9718576464778367	7.05	33:05
84.0%	420000	1490493.2380991802	1816145.4880991802	299.62143207094914	0.9718576464778367	7.05	32:41
84.2%	421000	1489935.8084116802	1816617.4959116802	300.5685820997837	0.9718576464778367	7.05	32:17
84.4%	422000	1489559.2771616802	1814894.1521616802	299.3294262518476	0.9718576464778367	7.05	31:53
84.6%	423000	1490525.6170054302	1817133.7420054302	300.5008997742456	0.9718576464778367	7.04	31:29
84.8%	424000	1489636.7420054302	1816188.4920054302	300.44903107616966	0.9718576464778367	7.04	31:04
85.0%	425000	1486425.5857554302	1811925.8982554302	299.4816396041835	0.9718576464778367	7.04	30:40
85.2%	426000	1488948.6326304302	1816023.6326304302	300.9304554002182	0.9718576464778367	7.04	30:16
85.4%	427000	1488070.1951304302	1814387.6326304302	300.2334482057853	0.9718576464778367	7.04	29:52
85.6%	428000	1487091.9177866802	1814121.1052866802	300.888304895019	0.9718576464778367	7.04	29:28
85.8%	429000	1487108.6951304302	1812308.1326304302	299.20481486744563	0.9718576464778367	7.03	29:04
86.0%	430000	1486167.0154429302	1809574.7029429302	297.5562873325887	0.9718576464778367	7.03	28:40
86.2%	431000	1486819.4841929302	1811361.4216929302	298.59987173689257	0.9718576464778367	7.03	28:16
86.4%	432000	1482956.5271616802	1808922.1521616802	299.90975762765953	0.9718576464778367	7.03	27:51
86.6%	433000	1485351.1326304302	1809426.3513804302	298.17045987116967	0.9718576464778367	7.03	27:27
86.8%	434000	1479901.1287241802	1804514.1287241802	298.66525389843616	0.9718576464778367	7.02	27:03
87.0%	435000	1479026.1834116802	1805615.2459116802	300.48336102378755	0.9718576464778367	7.02	26:39
87.2%	436000	1479354.4295054302	1805922.4920054302	300.46403964623374	0.9718576464778367	7.02	26:14
87.4%	437000	1484692.8826304302	1808240.5701304302	297.6850965162806	0.9718576464778367	7.03	25:48
87.6%	438000	1483440.3904429302	1809849.4841929302	300.3177779682336	0.9718576464778367	7.04	25:21
87.8%	439000	1482103.8787241802	1805514.7537241802	297.55922004168167	0.9718576464778367	7.05	24:55
88.0%	440000	1480257.7810679302	1806794.1873179302	300.43491381965345	0.9718576464778367	7.05	24:29
88.2%	441000	1486305.6404429302	1812903.8279429302	300.49175662236746	0.9718576464778367	7.06	24:03
88.4%	442000	1485543.6248179302	1811491.0623179302	299.89302393459957	0.9718576464778367	7.07	23:38
88.6%	443000	1483851.7771616802	1808541.3084116802	298.7356676687178	0.9718576464778367	7.07	23:12
88.8%	444000	1486225.0037241802	1811268.3474741802	299.0611983780392	0.9718576464778367	7.08	22:46
89.0%	445000	1482781.5779429302	1808420.3904429302	299.6090686894787	0.9718576464778367	7.09	22:20
89.2%	446000	1482443.1248179302	1807200.8123179302	298.7983758896178	0.9718576464778367	7.1	21:55
89.4%	447000	1485476.1755991802	1811057.4880991802	299.55616491760526	0.9718576464778367	7.1	21:29
89.6%	448000	1484455.2576304302	1810708.9138804302	300.1747652718757	0.9718576464778367	7.11	21:03
89.8%	449000	1483248.8045054302	1809439.1170054302	300.1164848666651	0.9718576464778367	7.12	20:38
90.0%	450000	1478681.3904429302	1805319.9216929302	300.52887551882867	0.9718576464778367	7.12	20:12
90.2%	451000	1479392.3435679302	1804876.3435679302	299.4666310341194	0.9718576464778367	7.13	19:47
90.4%	452000	1481527.8630991802	1805723.0818491802	298.28086774290557	0.9718576464778367	7.14	19:22
90.6%	453000	1478565.9255991802	1804585.1755991802	299.9590961453415	0.9718576464778367	7.14	18:56
90.8%	454000	1478849.3084116802	1804458.1521616802	299.5814954735947	0.9718576464778367	7.15	18:31
91.0%	455000	1473832.2380991802	1798856.5193491802	299.0436596275811	0.9718576464778367	7.16	18:06
91.2%	456000	1475626.7537241802	1800217.9412241802	298.6451849675842	0.9718576464778367	7.16	17:41
91.4%	457000	1471495.9295054302	1796478.9295054302	299.005678169622	0.9718576464778367	7.17	17:16
91.6%	458000	1470854.6677866802	1796719.1990366802	299.81674474613203	0.9718576464778367	7.18	16:51
91.8%	459000	1468615.4529429302	1794324.2966929302	299.67350203337463	0.9718576464778367	7.18	16:26
92.0%	460000	1471215.6912241802	1795569.6599741802	298.42692815655624	0.9718576464778367	7.19	16:01
92.2%	461000	1470072.7107554302	1794633.0857554302	298.616835446352	0.9718576464778367	7.2	15:36
92.4%	462000	1468691.0466929302	1793555.7966929302	298.8968804126822	0.9718576464778367	7.2	15:11
92.6%	463000	1468050.2771616802	1793800.0896616802	299.71119597083447	0.9718576464778367	7.21	14:46
92.8%	464000	1470273.1716929302	1796116.0154429302	299.7967908234797	0.9718576464778367	7.22	14:21
93.0%	465000	1467560.9959116802	1792446.9959116802	298.9164318066354	0.9718576464778367	7.22	13:57
93.2%	466000	1465376.8826304302	1792353.0388804302	300.83951266628566	0.9718576464778367	7.23	13:32
93.4%	467000	1466965.6716929302	1791754.1716929302	298.82672541085	0.9718576464778367	7.24	13:07
93.6%	468000	1468128.5896616802	1791635.8084116802	297.6478626116197	0.9718576464778367	7.24	12:43
93.8%	469000	1465774.4451304302	1790914.8513804302	299.15050224512555	0.9718576464778367	7.25	12:18
94.0%	470000	1466058.4451304302	1791142.1326304302	299.09831727450035	0.9718576464778367	7.26	11:54
94.2%	471000	1464512.3357554302	1789038.0857554302	298.5849781750282	0.9718576464778367	7.26	11:29
94.4%	472000	1467920.3357554302	1793574.6482554302	299.6233297062446	0.9718576464778367	7.27	11:05
94.6%	473000	1464491.8826304302	1790144.4138804302	299.6216908393985	0.9718576464778367	7.28	10:41
94.8%	474000	1467692.1170054302	1793386.2732554302	299.65998856990694	0.9718576464778367	7.28	10:16
95.0%	475000	1464113.8904429302	1787432.5154429302	297.47434399028464	0.9718576464778367	7.29	9:52
95.2%	476000	1465209.4724741802	1790731.9724741802	299.5020535596347	0.9718576464778367	7.3	9:28
95.4%	477000	1463542.4841929302	1788223.8904429302	298.72819213573564	0.9718576464778367	7.3	9:04
95.6%	478000	1466757.4451304302	1791928.9451304302	299.17911053480714	0.9718576464778367	7.31	8:39
95.8%	479000	1465540.3748179302	1791363.9060679302	299.77902205662224	0.9718576464778367	7.32	8:15
96.0%	480000	1467205.7146616802	1792726.5271616802	299.50050094893845	0.9718576464778367	7.32	7:51
96.2%	481000	1465697.7537241802	1790991.4099741802	299.2915022979883	0.9718576464778367	7.33	7:27
96.4%	482000	1467559.2810679302	1793393.4060679302	299.7887690015489	0.9718576464778367	7.34	7:03
96.6%	483000	1465591.5193491802	1791340.3630991802	299.7103046572866	0.9718576464778367	7.34	6:40
96.8%	484000	1463572.5193491802	1789643.1130991802	300.00633576337856	0.9718576464778367	7.35	6:16
97.0%	485000	1468263.6482554302	1793494.1795054302	299.2334231571273	0.9718576464778367	7.36	5:52
97.2%	486000	1467319.3943491802	1793110.1443491802	299.7488611562444	0.9718576464778367	7.36	5:28
97.4%	487000	1469764.0154429302	1796108.7966929302	300.2586062494751	0.9718576464778367	7.37	5:04
97.6%	488000	1468312.2263804302	1795029.7263804302	300.6015319490049	0.9718576464778367	7.38	4:41
97.8%	489000	1467716.1755991802	1792190.5193491802	298.53768105289134	0.9718576464778367	7.38	4:17
98.0%	490000	1469447.2888804302	1793276.5388804302	297.944152486161	0.9718576464778367	7.39	3:53
98.2%	491000	1469306.4802866802	1794149.7302866802	298.8770990023295	0.9718576464778367	7.39	3:30
98.4%	492000	1470804.8005991802	1795978.8943491802	299.18149695495146	0.9718576464778367	7.4	3:06
98.6%	493000	1472033.0271616802	1797883.5896616802	299.8038925798128	0.9718576464778367	7.41	2:43
98.8%	494000	1467557.2537241802	1794024.8162241802	300.3715730536549	0.9718576464778367	7.41	2:19
99.0%	495000	1465683.8865366802	1791755.8865366802	300.0076296056254	0.9718576464778367	7.42	1:56
99.2%	496000	1462438.8513804302	1787513.7576304302	299.09023794846973	0.9718576464778367	7.43	1:33
99.4%	497000	1461538.0310679302	1786232.4373179302	298.740152988507	0.9718576464778367	7.43	1:09
99.6%	498000	1464183.3123179302	1789469.1873179302	299.2843430375554	0.9718576464778367	7.44	0:46
99.8%	499000	1463470.3318491802	1788295.5193491802	298.86048031746924	0.9718576464778367	7.44	0:23
100.0%	500000	1463847.5115366802	1788556.5115366802	298.75358019582495	0.9718576464778367	7.45	0:00
