#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
54.4%	272000	585339.7909287196	712491.5956162196	298.95993427035023	0.9626389289889488	15.4	42:39
54.6%	273000	586593.7147568446	713904.0428818446	299.33265533846077	0.9626389289889488	15.4	42:29
54.8%	274000	586939.8837021571	714478.1024521571	299.86847287119866	0.9626389289889488	15.4	42:19
55.0%	275000	584536.9549912196	711391.5331162196	298.2610937481351	0.9626389289889488	15.4	42:09
55.2%	276000	586080.2518662196	712183.1424912196	296.49372248553965	0.9626389289889488	15.4	41:59
55.4%	277000	584883.4950302821	712018.9325302821	298.9214516604398	0.9626389289889488	15.4	41:49
55.6%	278000	586113.2518662196	713387.9549912196	299.2488936672477	0.9626389289889488	15.3	41:39
55.8%	279000	586363.1288193446	714285.7225693446	300.7722172184975	0.9626389289889488	15.3	41:29
56.0%	280000	584816.5213974696	711906.3495224696	298.8142146787421	0.9626389289889488	15.3	41:19
56.2%	281000	586566.6034287196	714500.3456162196	300.7984294783266	0.9626389289889488	15.3	41:09
56.4%	282000	588677.1034287196	715768.7049912196	298.81838439351515	0.9626389289889488	15.3	40:59
56.6%	283000	584060.1610459071	711089.3719834071	298.67169125616704	0.9626389289889488	15.3	40:50
56.8%	284000	586076.7264755946	713228.7342880946	298.96041185882643	0.9626389289889488	15.3	40:40
57.0%	285000	583780.2674912196	711782.6893662196	300.9599094896499	0.9626389289889488	15.3	40:30
57.2%	286000	585860.2362412196	712059.1659287196	296.71952999085147	0.9626389289889488	15.3	40:20
57.4%	287000	583449.1561630946	710566.4139755946	298.8787074918186	0.9626389289889488	15.3	40:10
57.6%	288000	582607.7284287196	709078.0878037196	297.35771677658727	0.9626389289889488	15.3	40:00
57.8%	289000	582500.5409287196	708945.4940537196	297.2979814794853	0.9626389289889488	15.3	39:50
58.0%	290000	583658.4100693446	711310.6678818446	300.1366020630182	0.9626389289889488	15.2	39:39
58.2%	291000	583085.1717880946	710908.2342880946	300.5381988651522	0.9626389289889488	15.2	39:29
58.4%	292000	585558.7772568446	712447.6600693446	298.3417510942528	0.9626389289889488	15.2	39:19
58.6%	293000	583033.2128037196	709527.6190537196	297.4142559046561	0.9626389289889488	15.2	39:08
58.8%	294000	584719.9286240321	712271.6942490321	299.9003243488047	0.9626389289889488	15.2	38:58
59.0%	295000	583535.3163193446	710824.8241318446	299.2837025196487	0.9626389289889488	15.2	38:48
59.2%	296000	584952.2196396571	712096.1727646571	298.9414736388658	0.9626389289889488	15.2	38:38
59.4%	297000	587812.5409287196	716053.9706162196	301.5218658070668	0.9626389289889488	15.2	38:27
59.6%	298000	588587.5907334071	716824.0047959071	301.5100730454618	0.9626389289889488	15.2	38:17
59.8%	299000	588763.1463974696	717092.2948349696	301.72811055364133	0.9626389289889488	15.2	38:07
60.0%	300000	586629.4715927821	713810.0653427821	299.02762325245993	0.9626389289889488	15.2	37:57
60.2%	301000	586354.5555771571	714379.3368271571	301.0124809596086	0.9626389289889488	15.2	37:47
60.4%	302000	587666.9139755946	715276.8202255946	300.0370248657274	0.9626389289889488	15.2	37:36
60.6%	303000	587496.4628037196	714679.1346787196	299.0325093499473	0.9626389289889488	15.2	37:26
60.8%	304000	588298.6756943446	716581.3944443446	301.61894484925125	0.9626389289889488	15.1	37:16
61.0%	305000	589002.3397568446	717020.4647568446	300.9968307526188	0.9626389289889488	15.1	37:06
61.2%	306000	590303.3768662196	718887.9081162196	302.3285678497562	0.9626389289889488	15.1	36:56
61.4%	307000	588348.0262802821	716081.7762802821	300.32820688591806	0.9626389289889488	15.1	36:45
61.6%	308000	589686.3387802821	716747.1044052821	298.7458827890683	0.9626389289889488	15.1	36:35
61.8%	309000	588855.0819443446	715820.7069443446	298.52218769432426	0.9626389289889488	15.1	36:25
62.0%	310000	588745.5585068446	714805.9725693446	296.3938513876481	0.9626389289889488	15.1	36:14
62.2%	311000	590699.2811630946	718448.7499130946	300.3651648864621	0.9626389289889488	15.1	36:04
62.4%	312000	589254.4432724696	715720.0760849696	297.3466036601215	0.9626389289889488	15.1	35:54
62.6%	313000	588445.2860459071	715273.2079209071	298.1984194450257	0.9626389289889488	15.1	35:43
62.8%	314000	589244.6258896571	716272.5555771571	298.66867877500937	0.9626389289889488	15.1	35:33
63.0%	315000	589136.3758896571	716702.3837021571	299.9338106485024	0.9626389289889488	15.1	35:22
63.2%	316000	588743.2840927821	716261.8622177821	299.82229373930625	0.9626389289889488	15.1	35:12
63.4%	317000	589252.3778427821	716247.6590927821	298.5919156118516	0.9626389289889488	15	35:02
63.6%	318000	587690.0370224696	714757.0213974696	298.76050434395546	0.9626389289889488	15	34:51
63.8%	319000	588149.8944443446	715407.3319443446	299.20829864676944	0.9626389289889488	15	34:41
64.0%	320000	588863.3495224696	716605.9745224696	300.34907382857114	0.9626389289889488	15	34:30
64.2%	321000	586444.3212021571	713828.3993271571	299.50605669290184	0.9626389289889488	15	34:20
64.4%	322000	586588.0477646571	714400.3446396571	300.5128866759128	0.9626389289889488	15	34:09
64.6%	323000	586527.6385849696	713448.1229599696	298.4160528398793	0.9626389289889488	15	33:58
64.8%	324000	587367.1874130946	714080.3671005946	297.92863706232697	0.9626389289889488	15	33:48
65.0%	325000	587779.6864365321	715497.2567490321	300.2901651269088	0.9626389289889488	15	33:37
65.2%	326000	586059.0340927821	712962.9169052821	298.3770191663425	0.9626389289889488	15	33:27
65.4%	327000	586901.9901474696	715038.8182724696	301.27592611060373	0.9626389289889488	15	33:16
65.6%	328000	586255.4051865321	712706.7489365321	297.3130071476986	0.9626389289889488	15	33:05
65.8%	329000	587723.8553818446	715171.9491318446	299.65657053805967	0.9626389289889488	15	32:55
66.0%	330000	585909.0370224696	713328.0213974696	299.58812843566056	0.9626389289889488	15	32:44
66.2%	331000	585523.9325302821	713132.1669052821	300.0330939451924	0.9626389289889488	14.9	32:33
66.4%	332000	587364.1161240321	713686.4598740321	297.0097017277271	0.9626389289889488	14.9	32:23
66.6%	333000	587719.0585068446	714785.7772568446	298.75987980517885	0.9626389289889488	14.9	32:12
66.8%	334000	586393.3124130946	714503.5780380946	301.2134722329448	0.9626389289889488	14.9	32:01
67.0%	335000	588541.1971787196	715735.4159287196	299.05965841794136	0.9626389289889488	14.9	31:50
67.2%	336000	589768.2176865321	716533.7801865321	298.05179978282774	0.9626389289889488	14.9	31:40
67.4%	337000	590501.7919052821	718431.8856552821	300.7898512545423	0.9626389289889488	14.9	31:29
67.6%	338000	589858.1844834071	716602.5438584071	298.00194689342595	0.9626389289889488	14.9	31:18
67.8%	339000	587585.6034287196	716273.1034287196	302.570668469622	0.9626389289889488	14.9	31:07
68.0%	340000	587841.1258896571	715374.6883896571	299.85752507382085	0.9626389289889488	14.9	30:56
68.2%	341000	588451.0428818446	715223.1288193446	298.0671377204293	0.9626389289889488	14.9	30:45
68.4%	342000	587014.5379990321	714127.1004990321	298.867667850503	0.9626389289889488	14.9	30:35
68.6%	343000	588442.7547959071	715499.8954209071	298.7373596716466	0.9626389289889488	14.9	30:24
68.8%	344000	588148.7743271571	715659.4774521571	299.80377800145914	0.9626389289889488	14.9	30:13
69.0%	345000	588320.1708115321	715343.2958115321	298.65738197066815	0.9626389289889488	14.9	30:02
69.2%	346000	588327.6444443446	715868.9881943446	299.87582038621736	0.9626389289889488	14.9	29:51
69.4%	347000	591182.1190537196	718884.6346787196	300.2547684733063	0.9626389289889488	14.8	29:40
69.6%	348000	590962.0262802821	718500.0106552821	299.86792180757226	0.9626389289889488	14.8	29:29
69.8%	349000	587273.8749130946	713600.9530380946	297.0208332129804	0.9626389289889488	14.8	29:18
70.0%	350000	588410.5780380946	715720.4999130946	299.33170016150837	0.9626389289889488	14.8	29:07
70.2%	351000	588450.7577255946	714826.9217880946	297.1362443051365	0.9626389289889488	14.8	28:56
70.4%	352000	588060.3729599696	714892.6542099696	298.20866922847677	0.9626389289889488	14.8	28:45
70.6%	353000	587040.5585068446	715168.6053818446	301.2552795934012	0.9626389289889488	14.8	28:34
70.8%	354000	588397.0643662196	715530.0487412196	298.9156838611501	0.9626389289889488	14.8	28:23
71.0%	355000	589006.5428818446	715288.4491318446	296.9146248833852	0.9626389289889488	14.8	28:12
71.2%	356000	589994.1678818446	717719.0428818446	300.307339943265	0.9626389289889488	14.8	28:01
71.4%	357000	591439.3085068446	719137.9647568446	300.2456942922582	0.9626389289889488	14.8	27:50
71.6%	358000	593221.9061630946	720879.1327255946	300.1482846118979	0.9626389289889488	14.8	27:39
71.8%	359000	593250.2157334071	721007.4657334071	300.3834601988586	0.9626389289889488	14.8	27:28
72.0%	360000	590105.4286240321	717263.6551865321	298.9750334137136	0.9626389289889488	14.8	27:17
72.2%	361000	590015.3114365321	717319.8661240321	299.31908080446374	0.9626389289889488	14.8	27:06
72.4%	362000	590327.0868271571	716503.4618271571	296.6664993012041	0.9626389289889488	14.8	26:55
72.6%	363000	589253.8817490321	715931.6473740321	297.8453713483777	0.9626389289889488	14.8	26:44
72.8%	364000	587878.7850693446	714148.9881943446	296.8871084396402	0.9626389289889488	14.8	26:32
73.0%	365000	588696.4120224696	715227.9588974696	297.5015811206532	0.9626389289889488	14.7	26:21
73.2%	366000	587995.8866318446	715987.1131943446	300.9335870170954	0.9626389289889488	14.7	26:10
73.4%	367000	590489.2235459071	717833.5360459071	299.41255956428904	0.9626389289889488	14.7	25:59
73.6%	368000	589161.6249130946	717202.0077255946	301.0491634283394	0.9626389289889488	14.7	25:48
73.8%	369000	587981.2362412196	715707.2206162196	300.30994831109666	0.9626389289889488	14.7	25:37
74.0%	370000	589093.7665146571	716362.7977646571	299.2355579274888	0.9626389289889488	14.7	25:25
74.2%	371000	587812.4217880946	715901.7655380946	301.1642806198947	0.9626389289889488	14.7	25:14
74.4%	372000	585859.8661240321	712696.1629990321	298.2181107852758	0.9626389289889488	14.7	25:03
74.6%	373000	586820.2635849696	713322.2792099696	297.4321471037266	0.9626389289889488	14.7	24:52
74.8%	374000	585508.2938584071	712609.9969834071	298.8421352358131	0.9626389289889488	14.7	24:41
75.0%	375000	585764.8651474696	711681.1385849696	296.0549472574111	0.9626389289889488	14.7	24:29
75.2%	376000	587261.5516709071	714195.7157334071	298.44821658687357	0.9626389289889488	14.7	24:18
75.4%	377000	587263.2401474696	713921.2088974696	297.79882484073426	0.9626389289889488	14.7	24:07
75.6%	378000	585870.6708115321	712868.5145615321	298.59794057416696	0.9626389289889488	14.7	23:55
75.8%	379000	589041.1766709071	715826.1141709071	298.09735437594367	0.9626389289889488	14.7	23:44
76.0%	380000	585830.7196396571	713290.1571396571	299.6832420175775	0.9626389289889488	14.7	23:33
76.2%	381000	584245.1346787196	711503.5409287196	299.21057637642525	0.9626389289889488	14.7	23:21
76.4%	382000	585817.2606552821	712409.4169052821	297.6440861744407	0.9626389289889488	14.7	23:10
76.6%	383000	586523.3954209071	713280.6766709071	298.0323288680283	0.9626389289889488	14.7	22:59
76.8%	384000	586456.7049912196	712359.9706162196	296.0243632261458	0.9626389289889488	14.7	22:47
77.0%	385000	588041.8749130946	714492.8905380946	297.3122356586216	0.9626389289889488	14.6	22:36
77.2%	386000	586728.2811630946	713092.8749130946	297.10904013077976	0.9626389289889488	14.6	22:25
77.4%	387000	585419.5702255946	712989.3514755946	299.94268277288745	0.9626389289889488	14.6	22:13
77.6%	388000	586392.0760849696	712836.3417099696	297.2963650261812	0.9626389289889488	14.6	22:02
77.8%	389000	587456.5213974696	714583.1698349696	298.9007867744498	0.9626389289889488	14.6	21:51
78.0%	390000	585656.5360459071	714070.8172959071	301.928275231538	0.9626389289889488	14.6	21:39
78.2%	391000	586286.0838974696	713406.9432724696	298.88717550287765	0.9626389289889488	14.6	21:28
78.4%	392000	587301.6835068446	714858.4022568446	299.9119701601093	0.9626389289889488	14.6	21:16
78.6%	393000	585344.5174912196	712843.4784287196	299.7761697137764	0.9626389289889488	14.6	21:05
78.8%	394000	583938.6151474696	711127.7557724696	299.04771870603605	0.9626389289889488	14.6	20:53
79.0%	395000	584042.5868271571	711731.6024521571	300.22302720842555	0.9626389289889488	14.6	20:42
79.2%	396000	582144.3163193446	709235.3475693446	298.81704347202424	0.9626389289889488	14.6	20:31
79.4%	397000	582559.0546005946	709442.5936630946	298.3291868435708	0.9626389289889488	14.6	20:19
79.6%	398000	583855.4491318446	711398.4647568446	299.8797513067524	0.9626389289889488	14.6	20:08
79.8%	399000	583209.9120224696	710585.5917099696	299.4863102462891	0.9626389289889488	14.6	19:56
80.0%	400000	585935.9608505946	712557.7342880946	297.7137222480303	0.9626389289889488	14.6	19:45
80.2%	401000	586785.8963974696	714485.3807724696	300.24764138373814	0.9626389289889488	14.6	19:33
80.4%	402000	588137.2518662196	714666.2206162196	297.4955194207628	0.9626389289889488	14.6	19:22
80.6%	403000	585677.6307724696	712961.6932724696	299.2708994747287	0.9626389289889488	14.6	19:10
80.8%	404000	586368.1678818446	713289.1756943446	298.41728354864495	0.9626389289889488	14.6	18:59
81.0%	405000	586955.0331162196	714526.1424912196	299.9458054667704	0.9626389289889488	14.6	18:47
81.2%	406000	587002.7206162196	714066.4628037196	298.75288129712357	0.9626389289889488	14.6	18:35
81.4%	407000	586005.8963974696	713010.8807724696	298.6147296459846	0.9626389289889488	14.6	18:24
81.6%	408000	586278.3944443446	712316.6131943446	296.34166566222785	0.9626389289889488	14.5	18:12
81.8%	409000	584625.8387802821	711389.8231552821	298.0480892877433	0.9626389289889488	14.5	18:01
82.0%	410000	586088.0995224696	713323.4198349696	299.1562966092247	0.9626389289889488	14.5	17:49
82.2%	411000	586263.8729599696	713401.7323349696	298.92714598457934	0.9626389289889488	14.5	17:37
82.4%	412000	584704.9530380946	712129.4842880946	299.60117027481874	0.9626389289889488	14.5	17:26
82.6%	413000	584596.2801865321	711271.2176865321	297.8387218472858	0.9626389289889488	14.5	17:14
82.8%	414000	583778.6932724696	710367.6307724696	297.63651823397146	0.9626389289889488	14.5	17:02
83.0%	415000	583833.8651474696	710757.2635849696	298.42290439763417	0.9626389289889488	14.5	16:50
83.2%	416000	585145.8251084071	712555.0282334071	299.5651307136521	0.9626389289889488	14.5	16:39
83.4%	417000	584326.2938584071	712482.2626084071	301.32092964009314	0.9626389289889488	14.5	16:27
83.6%	418000	585396.2557724696	711692.3182724696	296.94790912641986	0.9626389289889488	14.5	16:15
83.8%	419000	585290.6102646571	712485.8524521571	299.06206472911003	0.9626389289889488	14.5	16:04
84.0%	420000	585830.3944443446	713176.5428818446	299.41687622936246	0.9626389289889488	14.5	15:52
84.2%	421000	586688.2723740321	713227.1083115321	297.5187191994344	0.9626389289889488	14.5	15:40
84.4%	422000	586851.4881943446	713975.0663193446	298.8935678409439	0.9626389289889488	14.5	15:28
84.6%	423000	586880.6268662196	713997.9081162196	298.87876259818125	0.9626389289889488	14.5	15:17
84.8%	424000	587824.9754990321	715493.3973740321	300.17460708445236	0.9626389289889488	14.5	15:05
85.0%	425000	586295.4520615321	714280.6551865321	300.91942468189694	0.9626389289889488	14.5	14:53
85.2%	426000	586027.7342880946	712731.3124130946	297.9060618224321	0.9626389289889488	14.5	14:42
85.4%	427000	585680.0438584071	712279.4110459071	297.6610405653463	0.9626389289889488	14.5	14:30
85.6%	428000	587648.4354599696	714855.1698349696	299.08908521559124	0.9626389289889488	14.5	14:18
85.8%	429000	585840.6063584071	713540.0829209071	300.2476230149506	0.9626389289889488	14.5	14:06
86.0%	430000	586545.3885849696	713731.1620224696	299.03980175860335	0.9626389289889488	14.5	13:54
86.2%	431000	585997.5272568446	713485.3866318446	299.7500676666725	0.9626389289889488	14.5	13:43
86.4%	432000	586694.6210068446	713876.7460068446	299.03122353481905	0.9626389289889488	14.5	13:31
86.6%	433000	587976.8348740321	715177.8504990321	299.07563926310706	0.9626389289889488	14.5	13:19
86.8%	434000	586860.4911240321	714789.6629990321	300.78768373761176	0.9626389289889488	14.5	13:07
87.0%	435000	586851.6004990321	712557.6942490321	295.56077176604157	0.9626389289889488	14.5	12:56
87.2%	436000	586009.2303818446	712953.7460068446	298.472555230373	0.9626389289889488	14.5	12:44
87.4%	437000	587013.1542099696	714203.0370224696	299.04946374085296	0.9626389289889488	14.5	12:32
87.6%	438000	585506.0575302821	713270.5106552821	300.4003962209767	0.9626389289889488	14.5	12:20
87.8%	439000	587097.3387802821	714128.7919052821	298.67696309819297	0.9626389289889488	14.5	12:08
88.0%	440000	586269.8485459071	713362.4579209071	298.82075396710866	0.9626389289889488	14.5	11:56
88.2%	441000	583988.7899521571	711181.2665146571	299.0555621783185	0.9626389289889488	14.5	11:45
88.4%	442000	583677.5233505946	711557.9217880946	300.67300739695764	0.9626389289889488	14.5	11:33
88.6%	443000	584192.0389755946	711576.0389755946	299.50587300502633	0.9626389289889488	14.5	11:21
88.8%	444000	584397.1688584071	711811.3329209071	299.5767948937443	0.9626389289889488	14.5	11:09
89.0%	445000	585848.8788193446	714218.3475693446	301.82291186617	0.9626389289889488	14.4	10:57
89.2%	446000	585864.9745224696	712994.4042099696	298.90732606281637	0.9626389289889488	14.4	10:45
89.4%	447000	588247.8534287196	715008.8221787196	298.04099893575034	0.9626389289889488	14.4	10:34
89.6%	448000	585787.0702255946	712121.8827255946	297.03901831265165	0.9626389289889488	14.4	10:22
89.8%	449000	587224.1131943446	713492.7069443446	296.88332446940564	0.9626389289889488	14.4	10:10
90.0%	450000	586613.7421005946	713946.0077255946	299.38423489389197	0.9626389289889488	14.4	9:58
90.2%	451000	586452.1141709071	713382.0985459071	298.4383892855361	0.9626389289889488	14.4	9:46
90.4%	452000	585894.7928818446	713877.7694443446	300.9141895774461	0.9626389289889488	14.4	9:34
90.6%	453000	587515.1698349696	714931.0135849696	299.58074418306677	0.9626389289889488	14.4	9:22
90.8%	454000	586036.7782334071	712747.3954209071	297.9226121000117	0.9626389289889488	14.4	9:10
91.0%	455000	588702.6756943446	714725.9100693446	296.30643432771325	0.9626389289889488	14.4	8:59
91.2%	456000	589574.6268662196	716301.7284287196	297.96137024173527	0.9626389289889488	14.4	8:47
91.4%	457000	590155.0995224696	718508.7479599696	301.7857150713879	0.9626389289889488	14.4	8:35
91.6%	458000	591510.6044052821	718913.0731552821	299.54929681878684	0.9626389289889488	14.4	8:23
91.8%	459000	590475.0467880946	718341.2186630946	300.63955783483505	0.9626389289889488	14.4	8:11
92.0%	460000	591007.9012802821	718288.7997177821	299.26346011577226	0.9626389289889488	14.4	7:59
92.2%	461000	590127.4344834071	717466.1844834071	299.39948098755576	0.9626389289889488	14.4	7:47
92.4%	462000	590220.4911240321	716726.4129990321	297.44133149749996	0.9626389289889488	14.4	7:35
92.6%	463000	589392.1629990321	717597.5067490321	301.4370203773885	0.9626389289889488	14.4	7:23
92.8%	464000	588632.9833115321	715375.7333115321	297.9981629231914	0.9626389289889488	14.4	7:11
93.0%	465000	587582.2948349696	715123.8104599696	299.87622449954335	0.9626389289889488	14.4	6:59
93.2%	466000	589892.5506943446	716947.2225693446	298.7315551347818	0.9626389289889488	14.4	6:47
93.4%	467000	590950.1454209071	718546.4344834071	300.00500806903347	0.9626389289889488	14.4	6:36
93.6%	468000	588767.8436630946	715697.4842880946	298.43758105888406	0.9626389289889488	14.4	6:24
93.8%	469000	590174.1971787196	718263.3690537196	301.16387650656867	0.9626389289889488	14.4	6:12
94.0%	470000	591228.8778427821	717985.5575302821	298.0309144713871	0.9626389289889488	14.4	6:00
94.2%	471000	592661.0643662196	719647.3690537196	298.57080987496045	0.9626389289889488	14.4	5:48
94.4%	472000	594167.7108505946	721986.0702255946	300.5271408550491	0.9626389289889488	14.4	5:36
94.6%	473000	593799.6395615321	720885.4364365321	298.8047363843679	0.9626389289889488	14.4	5:24
94.8%	474000	525122.0487412196	652085.5487412196	298.5171913841115	0.9626389289889488	14.4	5:12
95.0%	475000	523695.77530371957	651187.3924912196	299.75890305348247	0.9626389289889488	14.4	5:00
95.2%	476000	525840.9608505946	653666.1014755946	300.5430849626396	0.9626389289889488	14.4	4:48
95.4%	477000	526946.1327255946	654960.9139755946	300.9889689115488	0.9626389289889488	14.4	4:36
95.6%	478000	528060.8807724696	655742.4745224696	300.20557686025614	0.9626389289889488	14.4	4:24
95.8%	479000	528349.0155380946	655151.6092880946	298.13886783579926	0.9626389289889488	14.4	4:12
96.0%	480000	530249.4051865321	657940.9364365321	300.2289419580156	0.9626389289889488	14.4	4:00
96.2%	481000	531708.1356552821	659447.0106552821	300.34025681054874	0.9626389289889488	14.4	3:48
96.4%	482000	531442.7958115321	659127.6708115321	300.2132917510258	0.9626389289889488	14.4	3:36
96.6%	483000	534488.1844834071	661134.6532334071	297.77178598546556	0.9626389289889488	14.4	3:24
96.8%	484000	535159.9520615321	661812.9520615321	297.7871422918546	0.9626389289889488	14.4	3:12
97.0%	485000	536042.7381943446	663273.1053818446	299.14465079792006	0.9626389289889488	14.4	3:00
97.2%	486000	534803.4569443446	662438.8944443446	300.0970540634301	0.9626389289889488	14.4	2:48
97.4%	487000	536329.0145615321	662665.4989365321	297.0429492331866	0.9626389289889488	14.4	2:36
97.6%	488000	536534.4969834071	664267.7938584071	300.32714149624036	0.9626389289889488	14.4	2:24
97.8%	489000	537590.7899521571	664989.0165146571	299.53932256714893	0.9626389289889488	14.4	2:12
98.0%	490000	537723.6405380946	665241.4530380946	299.82049359812663	0.9626389289889488	14.4	2:00
98.2%	491000	536885.7596787196	664338.2909287196	299.66700400938623	0.9626389289889488	14.4	1:48
98.4%	492000	538095.2694443446	666168.0506943446	301.1253387902957	0.9626389289889488	14.3	1:36
98.6%	493000	537453.6649521571	664424.8524521571	298.53526627105754	0.9626389289889488	14.3	1:24
98.8%	494000	539905.9198349696	667885.6307724696	300.90651142425156	0.9626389289889488	14.3	1:12
99.0%	495000	540157.8573349696	667658.4354599696	299.77997205279854	0.9626389289889488	14.3	1:00
99.2%	496000	540382.4374130946	667554.0936630946	299.00660935950646	0.9626389289889488	14.3	0:48
99.4%	497000	542414.9198349696	669671.2713974696	299.2057453853005	0.9626389289889488	14.3	0:36
99.6%	498000	542284.4315537196	669804.3846787196	299.82552664591447	0.9626389289889488	14.3	0:24
99.8%	499000	543256.2274521571	669517.1337021571	296.8652495824596	0.9626389289889488	14.3	0:12
100.0%	500000	543042.8553818446	670690.5428818446	300.1258563223034	0.9626389289889488	14.3	0:00
