#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
4.6%	23000	-47034.967709247256	19568.524478252744	296.91830162201825	0.955808202767729	49.8	27:35
4.8%	24000	-46425.455990497256	20937.387759502744	300.30349012890315	0.955808202767729	49.7	27:35
5.0%	25000	-46768.856381122256	20846.221743877744	301.42795072062194	0.955808202767729	49.6	27:35
5.2%	26000	-47491.233334247256	20256.922915752744	302.021212868901	0.955808202767729	49.5	27:34
5.4%	27000	-48244.341732684756	19092.431704815244	300.1872687018275	0.955808202767729	49.4	27:34
5.6%	28000	-47642.356869403506	19386.643130596494	298.8152150249781	0.955808202767729	49.4	27:31
5.8%	29000	-47769.691342059756	19382.964907940244	299.36647446392146	0.955808202767729	49.3	27:30
6.0%	30000	-46556.175717059756	21053.058657940244	301.401899288961	0.955808202767729	49.2	27:30
6.2%	31000	-48356.801693622256	19006.245181377744	300.3043956599502	0.955808202767729	49.1	27:30
6.4%	32000	-47998.468197528506	19705.750552471494	301.82533953780313	0.955808202767729	49	27:30
6.6%	33000	-49252.836849872256	17891.194400127744	299.32802422253945	0.955808202767729	48.8	27:32
6.8%	34000	-48742.737240497256	18102.551822002744	297.99623184916607	0.955808202767729	48.8	27:31
