#"Progress (%)"	"Step"	"Potential Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Density (g/mL)"	"Speed (ns/day)"	"Time Remaining"
4.0%	20000	26310.497841928154	151874.90409192815	300.1148011094701	0.9750113796718786	20.9	1:06:10
4.2%	21000	21517.335732553154	146914.66385755315	299.71546327360056	0.9750113796718786	20.8	1:06:19
4.4%	22000	19543.503701303154	145327.87870130315	300.64055422397223	0.9750113796718786	20.7	1:06:25
4.6%	23000	17833.506630990654	143399.14725599065	300.1177514217336	0.9750113796718786	20.6	1:06:32
4.8%	24000	14446.984170053154	139259.67948255315	298.3181169595809	0.9750113796718786	20.6	1:06:40
5.0%	25000	13127.448037240654	139033.88553724065	300.9322990265358	0.9750113796718786	20.5	1:06:45
5.2%	26000	9256.545693490654	135409.14725599065	301.5206622487566	0.9750113796718786	20.4	1:06:51
5.4%	27000	6478.551552865654	131586.00467786565	299.02262538609926	0.9750113796718786	20.3	1:07:03
5.6%	28000	2781.0437403656542	128535.63749036565	300.56937327239945	0.9750113796718786	20.2	1:07:15
5.8%	29000	-994.2697361968458	124629.21463880315	300.2560052951451	0.9750113796718786	20.1	1:07:26
6.0%	30000	-3620.7101658843458	122948.99295911565	302.517587700886	0.9750113796718786	20	1:07:37
6.2%	31000	-4804.542197134346	121839.31717786565	302.69483051104555	0.9750113796718786	19.9	1:07:47
6.4%	32000	-9675.701376821846	116214.51737317815	300.89353416413684	0.9750113796718786	19.8	1:07:57
6.6%	33000	-12562.940634634346	112680.16874036565	299.3468609692863	0.9750113796718786	19.7	1:08:10
6.8%	34000	-15537.888876821846	110079.68924817815	300.2418886111501	0.9750113796718786	19.6	1:08:22
7.0%	35000	-19548.937704946846	105181.89042005315	298.1224440342055	0.9750113796718786	19.5	1:08:32
7.2%	36000	-23411.277548696846	102044.08963880315	299.8541839685727	0.9750113796718786	19.4	1:08:44
7.4%	37000	-26738.397665884346	99283.27420911565	301.207723747338	0.9750113796718786	19.3	1:08:57
7.6%	38000	-28551.816611196846	96448.69901380315	298.76703124519474	0.9750113796718786	19.2	1:09:10
7.8%	39000	-30110.983603384346	95428.55545911565	300.05536538836407	0.9750113796718786	19.1	1:09:21
8.0%	40000	-34354.356650259346	91852.79178724065	301.6510361742238	0.9750113796718786	19.1	1:09:31
8.2%	41000	-36594.357626821846	88710.62674817815	299.49475003971025	0.9750113796718786	19	1:09:41
8.4%	42000	-38262.252158071846	86862.38846692815	299.0637056834392	0.9750113796718786	18.9	1:09:49
8.6%	43000	-42180.106650259346	83460.70584974065	300.29742170400874	0.9750113796718786	18.8	1:09:57
8.8%	44000	-43193.282431509346	82354.29569349065	300.07457976380175	0.9750113796718786	18.7	1:10:05
9.0%	45000	-44505.747275259346	80666.12772474065	299.1766018096745	0.9750113796718786	18.7	1:10:14
9.2%	46000	-45164.095908071846	79896.47440442815	298.9105695386732	0.9750113796718786	18.6	1:10:25
9.4%	47000	-49474.601767446846	76410.78104505315	300.88197566229434	0.9750113796718786	18.5	1:10:33
9.6%	48000	-51548.780478384346	73576.37577161565	299.0649380923594	0.9750113796718786	18.4	1:10:44
9.8%	49000	-52933.696494009346	72314.40506849065	299.3587929283773	0.9750113796718786	18.3	1:10:54
10.0%	50000	-52516.467001821846	72371.05643567815	298.4969656359092	0.9750113796718786	18.2	1:11:02
10.2%	51000	-54654.083212759346	70977.24491224065	300.27475284902204	0.9750113796718786	18.2	1:11:07
10.4%	52000	-56536.643759634346	68825.38749036565	299.63109928115415	0.9750113796718786	18.1	1:11:11
10.6%	53000	-58050.537314321846	67660.52518567815	300.4653280829547	0.9750113796718786	18.1	1:11:16
10.8%	54000	-57688.381064321846	66842.65799817815	297.644922923353	0.9750113796718786	18	1:11:21
11.0%	55000	-61087.712119009346	63856.686318490654	298.6329040743798	0.9750113796718786	17.9	1:11:28
11.2%	56000	-60970.380087759346	65420.073037240654	302.08915754535474	0.9750113796718786	17.9	1:11:33
11.4%	57000	-60841.055869009346	64549.444130990654	299.6991431918391	0.9750113796718786	17.8	1:11:38
11.6%	58000	-62867.046103384346	62618.657021615654	299.9266906933778	0.9750113796718786	17.7	1:11:43
11.8%	59000	-64001.217001821846	60741.626748178154	298.1511628966187	0.9750113796718786	17.7	1:11:48
12.0%	60000	-65528.918173696846	60706.261513803154	301.7180344046128	0.9750113796718786	17.6	1:11:53
12.2%	61000	-65086.825400259346	60097.393349740654	299.20610493230953	0.9750113796718786	17.6	1:11:57
12.4%	62000	-65741.28438463435	60240.614052865654	301.11266020472084	0.9750113796718786	17.5	1:12:01
12.6%	63000	-64215.067587759346	61739.002724740654	301.0461474687549	0.9750113796718786	17.5	1:12:06
12.8%	64000	-65982.12129869685	59891.167763803154	300.8530700712569	0.9750113796718786	17.4	1:12:11
13.0%	65000	-67616.79219713435	57545.192177865654	299.15296196584154	0.9750113796718786	17.3	1:12:16
13.2%	66000	-67448.58711900935	59089.272255990654	302.44147711363246	0.9750113796718786	17.3	1:12:21
13.4%	67000	-68049.35665025935	57079.463662240654	299.0736956648378	0.9750113796718786	17.2	1:12:26
13.6%	68000	-66079.37813463435	59628.871865365654	300.4586058524809	0.9750113796718786	17.2	1:12:30
13.8%	69000	-69275.69454088435	56820.336709115654	301.38545205192077	0.9750113796718786	17.1	1:12:34
14.0%	70000	-67379.99922838435	57714.039834115654	298.99056408131156	0.9750113796718786	17.1	1:12:37
14.2%	71000	-68468.80782213435	55989.285927865654	297.4705744068696	0.9750113796718786	17	1:12:41
14.4%	72000	-67988.33809557185	56769.161904428154	298.18619318653225	0.9750113796718786	16.9	1:12:44
14.6%	73000	-67389.56856432185	57193.548623178154	297.7693962242932	0.9750113796718786	16.9	1:12:47
14.8%	74000	-65827.20821275935	59059.073037240654	298.4939966507833	0.9750113796718786	16.8	1:12:50
15.0%	75000	-67842.65450182185	56443.954873178154	297.0607050765911	0.9750113796718786	16.8	1:12:52
15.2%	76000	-68001.27950182185	56829.157998178154	298.3605230301532	0.9750113796718786	16.7	1:12:54
15.4%	77000	-67604.50899400935	56897.944130990654	297.5765989197316	0.9750113796718786	16.7	1:12:56
15.6%	78000	-67745.73555650935	57305.694130990654	298.88872228963334	0.9750113796718786	16.7	1:12:58
15.8%	79000	-68845.67696275935	55713.573037240654	297.7123506295779	0.9750113796718786	16.6	1:13:00
16.0%	80000	-65631.79512682185	58993.931435678154	297.87123801597147	0.9750113796718786	16.6	1:13:02
16.2%	81000	-66542.36836900935	58758.194130990654	299.4841811995764	0.9750113796718786	16.5	1:13:03
16.4%	82000	-65375.313681509346	59199.866005990654	297.7504245960671	0.9750113796718786	16.5	1:13:04
16.6%	83000	-66202.64375963435	58897.254677865654	299.0045687281321	0.9750113796718786	16.4	1:13:04
16.8%	84000	-65589.79122057185	59833.482216928154	299.7774758497215	0.9750113796718786	16.4	1:13:02
17.0%	85000	-66591.55977525935	58661.268349740654	299.3700900101458	0.9750113796718786	16.4	1:13:02
17.2%	86000	-66381.26582994685	59191.281045053154	300.1342582321193	0.9750113796718786	16.3	1:13:01
17.4%	87000	-64853.962119009346	60861.131630990654	300.4749632799672	0.9750113796718786	16.3	1:13:01
17.6%	88000	-66440.26485338435	58286.391396615654	298.11247272566936	0.9750113796718786	16.3	1:13:00
17.8%	89000	-66141.20821275935	59147.424599740654	299.45566773864994	0.9750113796718786	16.2	1:12:59
18.0%	90000	-65209.494345571846	60465.013466928154	300.37795775965753	0.9750113796718786	16.2	1:12:58
18.2%	91000	-63809.774619009346	60997.873818490654	298.3060542904529	0.9750113796718786	16.1	1:12:56
18.4%	92000	-64494.823447134346	60680.465615365654	299.1847618505552	0.9750113796718786	16.1	1:12:54
18.6%	93000	-65969.06758775935	59425.198037240654	299.7081435115291	0.9750113796718786	16.1	1:12:53
18.8%	94000	-65174.394736196846	59576.738076303154	298.170974803654	0.9750113796718786	16.1	1:12:51
19.0%	95000	-62422.746298696846	62431.433388803154	298.4172698590696	0.9750113796718786	16	1:12:49
19.2%	96000	-62965.635947134346	61427.574990365654	297.31549628441115	0.9750113796718786	16	1:12:46
19.4%	97000	-62818.262900259346	61931.940224740654	298.1687527330252	0.9750113796718786	16	1:12:43
19.6%	98000	-62072.197470571846	63587.513466928154	300.3425913582203	0.9750113796718786	15.9	1:12:40
19.8%	99000	-62902.067587759346	62684.573037240654	300.1679440759381	0.9750113796718786	15.9	1:12:37
20.0%	100000	-63389.973837759346	62029.619912240654	299.76868093151825	0.9750113796718786	15.9	1:12:34
20.2%	101000	-62845.984579946846	62086.484170053154	298.6043906134533	0.9750113796718786	15.8	1:12:30
20.4%	102000	-62906.008994009346	61655.569130990654	297.7179151425812	0.9750113796718786	15.8	1:12:26
20.6%	103000	-62839.591025259346	61994.971474740654	298.3703823015148	0.9750113796718786	15.8	1:12:23
20.8%	104000	-59985.917197134346	65776.55155286565	300.58819551772615	0.9750113796718786	15.8	1:12:19
21.0%	105000	-59424.496298696846	64963.394326303154	297.3027800650982	0.9750113796718786	15.7	1:12:15
21.2%	106000	-58230.757040884346	67001.41483411565	299.32071896188813	0.9750113796718786	15.7	1:12:11
21.4%	107000	-57035.585165884346	67499.33670911565	297.6542033359794	0.9750113796718786	15.7	1:12:07
21.6%	108000	-57928.527548696846	68469.33963880315	302.1068780917982	0.9750113796718786	15.7	1:12:02
21.8%	109000	-57806.304892446846	67200.42948255315	298.78189484368687	0.9750113796718786	15.6	1:11:58
22.0%	110000	-55573.737509634346	69177.21561536565	298.17054532781816	0.9750113796718786	15.6	1:11:51
22.2%	111000	-55514.141806509346	69633.75663099065	299.1192947948852	0.9750113796718786	15.6	1:11:45
22.4%	112000	-55177.754111196846	70078.90213880315	299.37923971273517	0.9750113796718786	15.6	1:11:38
22.6%	113000	-54390.664267446846	70676.71073255315	298.92683360184736	0.9750113796718786	15.6	1:11:31
22.8%	114000	-54388.166220571846	70264.61502942815	297.93590213855714	0.9750113796718786	15.6	1:11:24
23.0%	115000	-55927.296103384346	68620.80545911565	297.68570445489416	0.9750113796718786	15.6	1:11:17
23.2%	116000	-54972.655478384346	70478.89920911565	299.8450716117082	0.9750113796718786	15.5	1:11:11
23.4%	117000	-55399.801962759346	70189.06522474065	300.17326584172986	0.9750113796718786	15.5	1:11:04
23.6%	118000	-56056.262900259346	68789.39334974065	298.39689776616154	0.9750113796718786	15.5	1:10:57
23.8%	119000	-56154.037314321846	69307.52518567815	299.86899154847754	0.9750113796718786	15.5	1:10:51
24.0%	120000	-55018.395712759346	69763.64334974065	298.24484464741624	0.9750113796718786	15.5	1:10:44
24.2%	121000	-55008.306845571846	69663.40409192815	297.9811464842184	0.9750113796718786	15.5	1:10:37
24.4%	122000	-56437.725790884346	68919.85233411565	299.6204557495706	0.9750113796718786	15.4	1:10:31
24.6%	123000	-55622.940634634346	69281.21561536565	298.53672016001684	0.9750113796718786	15.4	1:10:25
24.8%	124000	-55197.626181509346	70269.06913099065	299.88125961909225	0.9750113796718786	15.4	1:10:18
25.0%	125000	-54334.921103384346	70997.90702161565	299.561300121401	0.9750113796718786	15.4	1:10:10
25.2%	126000	-56919.937704946846	69007.31229505315	300.98204353204204	0.9750113796718786	15.4	1:10:02
25.4%	127000	-55741.814658071846	68755.38846692815	297.5640507561805	0.9750113796718786	15.4	1:09:55
25.6%	128000	-55658.762900259346	69701.51834974065	299.6269165599704	0.9750113796718786	15.4	1:09:47
25.8%	129000	-57556.681845571846	68037.11502942815	300.1850484179215	0.9750113796718786	15.3	1:09:39
26.0%	130000	-55547.132040884346	70632.43827161565	301.5851209698555	0.9750113796718786	15.3	1:09:31
26.2%	131000	-55858.640829946846	69869.32792005315	300.5057361572473	0.9750113796718786	15.3	1:09:24
26.4%	132000	-54438.612509634346	70149.37186536565	297.7810294175854	0.9750113796718786	15.3	1:09:17
26.6%	133000	-54367.018759634346	70524.30936536565	298.5060593199113	0.9750113796718786	15.3	1:09:10
26.8%	134000	-54496.354697134346	71153.74686536565	300.31962373743477	0.9750113796718786	15.3	1:09:02
27.0%	135000	-54957.848837759346	70709.17459974065	300.36006915745224	0.9750113796718786	15.3	1:08:54
27.2%	136000	-53148.638876821846	70882.82987317815	296.45088673544143	0.9750113796718786	15.2	1:08:45
27.4%	137000	-55792.861533071846	69757.99784192815	300.0824223660212	0.9750113796718786	15.2	1:08:37
27.6%	138000	-55294.620322134346	69706.03592786565	298.76736735671847	0.9750113796718786	15.2	1:08:29
27.8%	139000	-55440.230673696846	69356.75370130315	298.2805658332396	0.9750113796718786	15.2	1:08:21
28.0%	140000	-54156.019736196846	70098.99588880315	296.98519202093524	0.9750113796718786	15.2	1:08:13
28.2%	141000	-52368.873251821846	71771.97831067815	296.7123254822856	0.9750113796718786	15.2	1:08:05
28.4%	142000	-52606.881064321846	72705.07206067815	299.5114062329954	0.9750113796718786	15.2	1:07:58
28.6%	143000	-53401.512900259346	72557.76834974065	301.0586022679939	0.9750113796718786	15.2	1:07:51
28.8%	144000	-51913.494345571846	72882.53690442815	298.2782877440235	0.9750113796718786	15.1	1:07:42
29.0%	145000	-52489.038290884346	72727.28983411565	299.28285039688564	0.9750113796718786	15.1	1:07:35
